length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
8163,11,5,41,31,,,,,,,,,,,,
8163,14,2,81,51,,,,,,,,,,,,
8163,17,3,81,1,,,,,,,,,,,,
8166,14,6,11,1,,,,,,,,,,,,
8167,15,2,91,21,,,,,,,,,,,,
8168,17,7,51,11,,,,,,,,,,,,
8170,10,2,41,51,,,,,,,,,,,,
8171,10,8,91,31,,,,,,,,,,,,
8171,15,4,1,11,,,,,,,,,,,,
8172,14,6,51,41,,,,,,,,,,,,
8174,10,3,61,21,,,,,,,,,,,,
8174,17,5,51,51,,,,,,,,,,,,
8179,14,2,51,51,,,,,,,,,,,,
8180,12,9,91,41,,,,,,,,,,,,
8181,10,2,91,51,,,,,,,,,,,,
8182,13,6,21,1,,,,,,,,,,,,
8184,13,5,81,51,,,,,,,,,,,,
8185,13,7,21,41,,,,,,,,,,,,
8186,10,8,81,51,,,,,,,,,,,,
8186,16,8,81,31,,,,,,,,,,,,
8187,14,7,91,51,,,,,,,,,,,,
8188,13,6,21,41,,,,,,,,,,,,
8188,16,4,11,41,,,,,,,,,,,,
8190,15,9,21,51,,,,,,,,,,,,
8194,13,4,31,1,,,,,,,,,,,,
8195,10,3,31,11,,,,,,,,,,,,
8195,16,4,81,31,,,,,,,,,,,,
8197,10,9,31,1,,,,,,,,,,,,
8197,14,3,11,31,,,,,,,,,,,,
8201,11,2,11,31,,,,,,,,,,,,
8203,15,5,71,11,,,,,,,,,,,,
8203,16,3,1,41,,,,,,,,,,,,
8206,10,8,71,21,,,,,,,,,,,,
8206,12,9,41,21,,,,,,,,,,,,
8208,16,2,91,21,,,,,,,,,,,,
8209,14,4,1,11,,,,,,,,,,,,
8209,14,4,31,21,,,,,,,,,,,,
8211,12,9,11,11,,,,,,,,,,,,
8212,10,9,91,51,,,,,,,,,,,,
8213,17,7,61,11,,,,,,,,,,,,
8216,15,2,1,41,,,,,,,,,,,,
8216,17,3,81,51,,,,,,,,,,,,
8218,17,2,81,21,,,,,,,,,,,,
8221,13,8,31,41,,,,,,,,,,,,
8221,15,2,91,51,,,,,,,,,,,,
8222,11,8,41,21,,,,,,,,,,,,
8222,15,7,21,1,,,,,,,,,,,,
8223,15,6,41,41,,,,,,,,,,,,
8223,16,2,11,21,,,,,,,,,,,,
8226,12,4,81,11,,,,,,,,,,,,
8228,10,4,91,51,,,,,,,,,,,,
8228,11,3,81,11,,,,,,,,,,,,
8229,15,5,81,31,,,,,,,,,,,,
8230,13,3,61,41,,,,,,,,,,,,
8231,10,2,71,1,,,,,,,,,,,,
8231,14,5,1,21,,,,,,,,,,,,
8231,17,4,61,41,,,,,,,,,,,,
8233,12,6,31,11,,,,,,,,,,,,
8236,14,2,31,21,,,,,,,,,,,,
8238,17,7,61,51,,,,,,,,,,,,
8239,11,2,1,21,,,,,,,,,,,,
8239,12,8,11,11,,,,,,,,,,,,
8241,12,5,71,31,,,,,,,,,,,,
8242,13,8,41,21,,,,,,,,,,,,
8242,14,3,21,31,,,,,,,,,,,,
8243,13,3,31,11,,,,,,,,,,,,
8243,14,6,31,11,,,,,,,,,,,,
8243,18,2,71,11,,,,,,,,,,,,
8244,10,5,81,21,,,,,,,,,,,,
8244,12,9,11,21,,,,,,,,,,,,
8245,10,5,41,21,,,,,,,,,,,,
8245,11,8,71,11,,,,,,,,,,,,
8246,15,6,11,31,,,,,,,,,,,,
8246,17,7,1,11,,,,,,,,,,,,
8248,11,2,11,11,,,,,,,,,,,,
8248,15,2,51,51,,,,,,,,,,,,
8249,10,2,21,21,,,,,,,,,,,,
8250,10,4,11,1,,,,,,,,,,,,
8251,14,2,21,11,,,,,,,,,,,,
8251,17,5,81,21,,,,,,,,,,,,
8252,14,5,61,1,,,,,,,,,,,,
8257,16,2,31,31,,,,,,,,,,,,
8258,17,3,81,31,,,,,,,,,,,,
8260,17,9,51,31,,,,,,,,,,,,
8261,16,5,91,41,,,,,,,,,,,,
8262,16,2,1,21,,,,,,,,,,,,
8263,11,9,61,1,,,,,,,,,,,,
8263,15,9,11,11,,,,,,,,,,,,
8264,15,9,31,51,,,,,,,,,,,,
8264,17,8,41,31,,,,,,,,,,,,
8265,10,8,91,11,,,,,,,,,,,,
8265,12,8,51,1,,,,,,,,,,,,
8267,16,9,31,31,,,,,,,,,,,,
8268,13,4,51,51,,,,,,,,,,,,
8269,17,8,71,31,,,,,,,,,,,,
8270,12,3,61,11,,,,,,,,,,,,
8273,11,3,81,41,,,,,,,,,,,,
8273,15,9,1,41,,,,,,,,,,,,
8274,12,8,71,21,,,,,,,,,,,,
8275,10,5,61,51,,,,,,,,,,,,
8276,17,9,41,51,,,,,,,,,,,,
8277,17,2,81,11,,,,,,,,,,,,
8278,12,7,91,11,,,,,,,,,,,,
8278,13,5,91,1,,,,,,,,,,,,
8279,10,2,31,31,,,,,,,,,,,,
8279,16,5,31,51,,,,,,,,,,,,
8282,16,9,81,21,,,,,,,,,,,,
8285,11,9,21,31,,,,,,,,,,,,
8287,16,2,31,41,,,,,,,,,,,,
8288,12,6,61,41,,,,,,,,,,,,
8289,11,2,91,41,,,,,,,,,,,,
8289,12,3,71,11,,,,,,,,,,,,
8290,14,4,71,51,,,,,,,,,,,,
8293,13,8,71,21,,,,,,,,,,,,
8294,10,7,21,41,,,,,,,,,,,,
8294,13,7,91,51,,,,,,,,,,,,
8295,14,6,91,11,,,,,,,,,,,,
8295,16,3,51,1,,,,,,,,,,,,
8298,18,2,41,31,,,,,,,,,,,,
8302,14,4,51,21,,,,,,,,,,,,
8302,15,6,81,51,,,,,,,,,,,,
8302,16,9,11,1,,,,,,,,,,,,
8302,17,9,61,1,,,,,,,,,,,,
8303,17,4,41,1,,,,,,,,,,,,
8305,12,7,91,1,,,,,,,,,,,,
8306,12,6,31,41,,,,,,,,,,,,
8308,10,8,21,1,,,,,,,,,,,,
8309,17,3,11,1,,,,,,,,,,,,
8312,10,7,41,21,,,,,,,,,,,,
8312,15,8,31,1,,,,,,,,,,,,
8313,11,6,41,41,,,,,,,,,,,,
8316,10,3,51,11,,,,,,,,,,,,
8317,14,7,41,41,,,,,,,,,,,,
8317,17,3,31,51,,,,,,,,,,,,
8320,15,3,61,41,,,,,,,,,,,,
8321,10,3,41,11,,,,,,,,,,,,
8321,11,5,81,51,,,,,,,,,,,,
8321,14,8,61,31,,,,,,,,,,,,
8321,17,5,61,11,,,,,,,,,,,,
8322,12,3,51,41,,,,,,,,,,,,
8322,13,4,61,41,,,,,,,,,,,,
8323,11,8,41,31,,,,,,,,,,,,
8323,17,9,51,21,,,,,,,,,,,,
8324,16,8,1,21,,,,,,,,,,,,
8325,14,9,81,1,,,,,,,,,,,,
8325,16,4,81,1,,,,,,,,,,,,
8325,17,3,61,11,,,,,,,,,,,,
8327,11,5,51,41,,,,,,,,,,,,
8329,15,4,11,1,,,,,,,,,,,,
8330,16,3,91,11,,,,,,,,,,,,
8331,11,6,91,41,,,,,,,,,,,,
8331,15,8,81,41,,,,,,,,,,,,
8331,16,3,1,51,,,,,,,,,,,,
8332,17,5,91,41,,,,,,,,,,,,
8335,12,4,91,41,,,,,,,,,,,,
8335,13,6,61,41,,,,,,,,,,,,
8336,12,4,41,11,,,,,,,,,,,,
8337,11,3,21,1,,,,,,,,,,,,
8338,12,4,81,21,,,,,,,,,,,,
8338,15,5,1,21,,,,,,,,,,,,
8339,14,3,81,21,,,,,,,,,,,,
8339,15,2,21,1,,,,,,,,,,,,
8339,17,3,71,51,,,,,,,,,,,,
8340,15,3,51,21,,,,,,,,,,,,
8340,17,6,81,1,,,,,,,,,,,,
8340,17,8,11,1,,,,,,,,,,,,
8341,10,8,1,1,,,,,,,,,,,,
8342,10,4,21,21,,,,,,,,,,,,
8342,11,4,91,11,,,,,,,,,,,,
8342,13,6,71,11,,,,,,,,,,,,
8342,17,9,1,11,,,,,,,,,,,,
8343,12,3,61,51,,,,,,,,,,,,
8343,12,8,21,11,,,,,,,,,,,,
8343,16,9,71,21,,,,,,,,,,,,
8345,11,9,31,11,,,,,,,,,,,,
8345,12,5,81,51,,,,,,,,,,,,
8346,17,2,61,51,,,,,,,,,,,,
8347,14,6,71,51,,,,,,,,,,,,
8349,17,3,71,1,,,,,,,,,,,,
8351,12,7,71,11,,,,,,,,,,,,
8353,14,8,1,21,,,,,,,,,,,,
8354,14,4,31,31,,,,,,,,,,,,
8355,13,7,11,31,,,,,,,,,,,,
8355,14,4,21,11,,,,,,,,,,,,
8356,15,7,91,41,,,,,,,,,,,,
8357,13,3,11,1,,,,,,,,,,,,
8357,16,2,71,51,,,,,,,,,,,,
8358,12,6,51,11,,,,,,,,,,,,
8358,12,9,61,21,,,,,,,,,,,,
8358,16,3,31,51,,,,,,,,,,,,
8359,11,9,31,41,,,,,,,,,,,,
8360,18,2,41,41,,,,,,,,,,,,
8361,11,7,41,31,,,,,,,,,,,,
8362,16,4,31,51,,,,,,,,,,,,
8365,13,7,91,11,,,,,,,,,,,,
8365,15,5,51,51,,,,,,,,,,,,
8367,11,5,81,11,,,,,,,,,,,,
8367,13,7,1,11,,,,,,,,,,,,
8368,16,3,71,51,,,,,,,,,,,,
8370,12,8,41,41,,,,,,,,,,,,
8371,12,4,41,31,,,,,,,,,,,,
8372,13,7,51,31,,,,,,,,,,,,
8372,13,9,1,41,,,,,,,,,,,,
8372,17,8,71,51,,,,,,,,,,,,
8374,17,3,71,21,,,,,,,,,,,,
8375,14,9,81,11,,,,,,,,,,,,
8376,10,9,41,11,,,,,,,,,,,,
8376,13,4,21,1,,,,,,,,,,,,
8376,13,6,41,31,,,,,,,,,,,,
8376,13,6,81,1,,,,,,,,,,,,
8379,15,5,1,11,,,,,,,,,,,,
8380,14,3,51,31,,,,,,,,,,,,
8380,15,2,21,11,,,,,,,,,,,,
8380,16,8,41,11,,,,,,,,,,,,
8381,12,6,61,1,,,,,,,,,,,,
8382,12,4,81,41,,,,,,,,,,,,
8382,17,4,61,21,,,,,,,,,,,,
8382,17,8,61,11,,,,,,,,,,,,
8383,12,9,51,11,,,,,,,,,,,,
8383,15,9,61,51,,,,,,,,,,,,
8384,14,2,81,21,,,,,,,,,,,,
8384,16,9,41,21,,,,,,,,,,,,
8385,12,9,31,1,,,,,,,,,,,,
8385,14,5,51,41,,,,,,,,,,,,
8385,15,2,41,41,,,,,,,,,,,,
8385,15,7,91,11,,,,,,,,,,,,
8386,16,6,21,1,,,,,,,,,,,,
8386,17,7,11,1,,,,,,,,,,,,
8389,16,5,81,31,,,,,,,,,,,,
8389,16,9,21,11,,,,,,,,,,,,
8394,11,3,91,31,,,,,,,,,,,,
8394,11,7,91,1,,,,,,,,,,,,
8394,15,8,21,41,,,,,,,,,,,,
8395,16,3,81,11,,,,,,,,,,,,
8396,12,4,51,41,,,,,,,,,,,,
8396,14,2,31,31,,,,,,,,,,,,
8396,17,7,1,41,,,,,,,,,,,,
8398,13,5,81,41,,,,,,,,,,,,
8398,15,9,41,1,,,,,,,,,,,,
8400,10,5,91,1,,,,,,,,,,,,
8400,11,2,91,51,,,,,,,,,,,,
8400,12,6,71,41,,,,,,,,,,,,
8401,10,3,1,21,,,,,,,,,,,,
8402,15,5,61,11,,,,,,,,,,,,
8403,12,7,71,21,,,,,,,,,,,,
8403,18,2,21,21,,,,,,,,,,,,
8405,13,9,1,21,,,,,,,,,,,,
8407,10,3,51,41,,,,,,,,,,,,
8407,14,7,81,51,,,,,,,,,,,,
8407,16,6,31,21,,,,,,,,,,,,
8408,12,2,51,51,,,,,,,,,,,,
8408,15,5,81,21,,,,,,,,,,,,
8409,11,7,1,31,,,,,,,,,,,,
8409,13,4,11,41,,,,,,,,,,,,
8410,16,4,61,21,,,,,,,,,,,,
8411,10,4,91,41,,,,,,,,,,,,
8411,14,4,51,1,,,,,,,,,,,,
8411,17,5,31,11,,,,,,,,,,,,
8412,12,7,61,1,,,,,,,,,,,,
8412,17,5,61,31,,,,,,,,,,,,
8413,10,9,21,41,,,,,,,,,,,,
8413,17,5,21,31,,,,,,,,,,,,
8414,18,3,11,21,,,,,,,,,,,,
8415,11,2,1,41,,,,,,,,,,,,
8415,13,8,1,51,,,,,,,,,,,,
8415,16,4,91,31,,,,,,,,,,,,
8416,14,7,1,41,,,,,,,,,,,,
8417,14,5,11,11,,,,,,,,,,,,
8420,10,8,1,41,,,,,,,,,,,,
8420,11,7,11,21,,,,,,,,,,,,
8420,14,6,91,51,,,,,,,,,,,,
8422,11,9,21,21,,,,,,,,,,,,
8423,11,7,51,11,,,,,,,,,,,,
8423,16,7,91,1,,,,,,,,,,,,
8424,18,2,51,31,,,,,,,,,,,,
8425,13,5,11,11,,,,,,,,,,,,
8425,17,5,61,51,,,,,,,,,,,,
8426,17,8,21,11,,,,,,,,,,,,
8427,13,8,41,1,,,,,,,,,,,,
8427,14,5,21,31,,,,,,,,,,,,
8427,15,3,61,51,,,,,,,,,,,,
8427,15,5,71,41,,,,,,,,,,,,
8428,16,4,11,1,,,,,,,,,,,,
8428,16,6,91,21,,,,,,,,,,,,
8428,18,3,11,31,,,,,,,,,,,,
8429,10,8,81,11,,,,,,,,,,,,
8429,11,2,81,31,,,,,,,,,,,,
8429,14,4,81,11,,,,,,,,,,,,
8430,15,6,61,51,,,,,,,,,,,,
8430,16,3,21,51,,,,,,,,,,,,
8430,17,9,71,41,,,,,,,,,,,,
8431,14,3,91,41,,,,,,,,,,,,
8432,14,8,11,51,,,,,,,,,,,,
8432,16,4,1,11,,,,,,,,,,,,
8432,17,4,91,21,,,,,,,,,,,,
8433,12,7,41,31,,,,,,,,,,,,
8433,17,4,1,31,,,,,,,,,,,,
8434,12,4,11,31,,,,,,,,,,,,
8434,15,7,91,21,,,,,,,,,,,,
8434,16,4,81,21,,,,,,,,,,,,
8434,16,9,1,31,,,,,,,,,,,,
8435,16,5,31,31,,,,,,,,,,,,
8437,14,5,1,51,,,,,,,,,,,,
8437,17,6,71,31,,,,,,,,,,,,
8439,14,9,81,51,,,,,,,,,,,,
8439,15,7,81,41,,,,,,,,,,,,
8439,16,5,91,21,,,,,,,,,,,,
8440,12,6,71,11,,,,,,,,,,,,
8440,15,8,71,21,,,,,,,,,,,,
8441,14,7,91,41,,,,,,,,,,,,
8441,18,2,81,1,,,,,,,,,,,,
8443,10,8,91,41,,,,,,,,,,,,
8443,14,3,91,1,,,,,,,,,,,,
8445,10,9,91,11,,,,,,,,,,,,
8445,16,2,11,1,,,,,,,,,,,,
8447,10,9,11,41,,,,,,,,,,,,
8447,12,3,51,51,,,,,,,,,,,,
8448,10,4,71,41,,,,,,,,,,,,
8450,13,4,41,11,,,,,,,,,,,,
8450,14,9,1,11,,,,,,,,,,,,
8451,15,7,11,51,,,,,,,,,,,,
8451,15,9,91,21,,,,,,,,,,,,
8453,10,3,41,1,,,,,,,,,,,,
8453,11,2,21,41,,,,,,,,,,,,
8453,14,7,11,41,,,,,,,,,,,,
8454,13,6,61,51,,,,,,,,,,,,
8454,15,7,31,31,,,,,,,,,,,,
8457,15,3,1,11,,,,,,,,,,,,
8458,11,7,71,41,,,,,,,,,,,,
8460,15,8,71,41,,,,,,,,,,,,
8460,16,3,1,31,,,,,,,,,,,,
8460,16,7,21,31,,,,,,,,,,,,
8462,11,5,81,31,,,,,,,,,,,,
8462,16,8,21,1,,,,,,,,,,,,
8463,11,3,51,41,,,,,,,,,,,,
8465,11,2,61,21,,,,,,,,,,,,
8466,13,2,21,1,,,,,,,,,,,,
8467,14,4,91,21,,,,,,,,,,,,
8468,12,4,71,11,,,,,,,,,,,,
8468,16,7,51,51,,,,,,,,,,,,
8468,17,9,91,11,,,,,,,,,,,,
8469,10,8,11,41,,,,,,,,,,,,
8471,13,4,31,21,,,,,,,,,,,,
8474,10,8,41,41,,,,,,,,,,,,
8476,10,4,31,1,,,,,,,,,,,,
8476,17,7,1,21,,,,,,,,,,,,
8477,15,6,21,11,,,,,,,,,,,,
8477,16,3,61,51,,,,,,,,,,,,
8478,11,8,31,31,,,,,,,,,,,,
8478,14,2,41,1,,,,,,,,,,,,
8480,11,8,91,21,,,,,,,,,,,,
8482,10,6,81,41,,,,,,,,,,,,
8482,11,4,71,31,,,,,,,,,,,,
8482,12,8,81,21,,,,,,,,,,,,
8483,11,4,81,41,,,,,,,,,,,,
8483,12,3,81,41,,,,,,,,,,,,
8483,13,2,1,51,,,,,,,,,,,,
8484,12,4,11,21,,,,,,,,,,,,
8485,10,5,11,11,,,,,,,,,,,,
8485,13,9,71,31,,,,,,,,,,,,
8485,14,9,41,41,,,,,,,,,,,,
8486,16,7,1,41,,,,,,,,,,,,
8488,14,8,21,41,,,,,,,,,,,,
8488,14,8,41,51,,,,,,,,,,,,
8489,11,4,21,21,,,,,,,,,,,,
8489,13,7,61,31,,,,,,,,,,,,
8489,14,4,71,1,,,,,,,,,,,,
8489,15,4,11,31,,,,,,,,,,,,
8489,15,8,11,31,,,,,,,,,,,,
8489,16,4,61,51,,,,,,,,,,,,
8490,15,5,1,31,,,,,,,,,,,,
8491,10,5,61,31,,,,,,,,,,,,
8491,12,4,1,1,,,,,,,,,,,,
8491,17,5,81,51,,,,,,,,,,,,
8492,11,4,41,51,,,,,,,,,,,,
8492,16,8,51,31,,,,,,,,,,,,
8493,14,7,51,31,,,,,,,,,,,,
8494,17,5,11,1,,,,,,,,,,,,
8495,12,7,21,51,,,,,,,,,,,,
8495,16,5,71,51,,,,,,,,,,,,
