length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
7837,37,3,31,51,,,,,,,,,,,,
7839,33,5,51,51,,,,,,,,,,,,
7845,34,2,91,51,,,,,,,,,,,,
7848,30,3,81,21,,,,,,,,,,,,
7849,33,2,81,11,,,,,,,,,,,,
7851,38,3,11,31,,,,,,,,,,,,
7860,35,5,61,41,,,,,,,,,,,,
7860,37,5,31,51,,,,,,,,,,,,
7864,32,3,11,1,,,,,,,,,,,,
7864,33,7,91,11,,,,,,,,,,,,
7868,35,5,71,11,,,,,,,,,,,,
7876,37,4,41,11,,,,,,,,,,,,
7877,30,3,11,21,,,,,,,,,,,,
7877,36,5,31,1,,,,,,,,,,,,
7882,30,4,11,1,,,,,,,,,,,,
7885,37,8,21,1,,,,,,,,,,,,
7888,31,6,21,21,,,,,,,,,,,,
7898,32,6,81,41,,,,,,,,,,,,
7898,34,7,51,31,,,,,,,,,,,,
7899,30,5,51,11,,,,,,,,,,,,
7901,34,6,11,1,,,,,,,,,,,,
7904,36,6,81,11,,,,,,,,,,,,
7905,31,3,61,11,,,,,,,,,,,,
7905,36,2,21,51,,,,,,,,,,,,
7907,36,2,91,11,,,,,,,,,,,,
7909,30,7,51,11,,,,,,,,,,,,
7913,30,7,61,21,,,,,,,,,,,,
7917,37,2,91,21,,,,,,,,,,,,
7918,31,5,41,1,,,,,,,,,,,,
7921,34,9,11,1,,,,,,,,,,,,
7925,31,3,61,31,,,,,,,,,,,,
7929,30,8,11,1,,,,,,,,,,,,
7934,32,5,91,21,,,,,,,,,,,,
7936,34,3,11,41,,,,,,,,,,,,
7937,34,3,41,11,,,,,,,,,,,,
7941,35,9,21,1,,,,,,,,,,,,
7948,34,8,1,21,,,,,,,,,,,,
7964,30,7,1,1,,,,,,,,,,,,
7969,30,6,21,1,,,,,,,,,,,,
7969,35,6,51,41,,,,,,,,,,,,
7971,36,2,81,31,,,,,,,,,,,,
7972,32,2,81,41,,,,,,,,,,,,
7972,36,9,21,51,,,,,,,,,,,,
7985,37,9,41,1,,,,,,,,,,,,
7986,32,8,61,41,,,,,,,,,,,,
7987,34,3,21,31,,,,,,,,,,,,
7991,36,3,1,21,,,,,,,,,,,,
7992,34,2,81,11,,,,,,,,,,,,
7993,33,3,91,1,,,,,,,,,,,,
7994,36,4,81,31,,,,,,,,,,,,
8000,37,3,1,51,,,,,,,,,,,,
8002,31,6,1,1,,,,,,,,,,,,
8002,33,7,1,41,,,,,,,,,,,,
8002,34,8,71,21,,,,,,,,,,,,
8004,30,4,1,51,,,,,,,,,,,,
8007,30,7,61,1,,,,,,,,,,,,
8012,36,7,81,41,,,,,,,,,,,,
8012,37,7,71,41,,,,,,,,,,,,
8013,37,9,41,41,,,,,,,,,,,,
8015,30,3,1,1,,,,,,,,,,,,
8017,30,8,81,21,,,,,,,,,,,,
8017,33,4,11,21,,,,,,,,,,,,
8018,37,9,21,11,,,,,,,,,,,,
8022,34,7,11,11,,,,,,,,,,,,
8023,37,7,1,21,,,,,,,,,,,,
8030,30,5,31,21,,,,,,,,,,,,
8036,31,4,1,1,,,,,,,,,,,,
8037,34,8,31,51,,,,,,,,,,,,
8040,30,7,1,11,,,,,,,,,,,,
8040,32,4,41,21,,,,,,,,,,,,
8040,32,4,41,51,,,,,,,,,,,,
8041,31,6,71,51,,,,,,,,,,,,
8044,32,6,31,1,,,,,,,,,,,,
8048,32,4,11,31,,,,,,,,,,,,
8049,31,5,41,51,,,,,,,,,,,,
8052,31,3,91,11,,,,,,,,,,,,
8053,31,7,1,31,,,,,,,,,,,,
8055,34,8,31,21,,,,,,,,,,,,
8057,30,6,31,11,,,,,,,,,,,,
8060,36,7,11,21,,,,,,,,,,,,
8061,35,6,11,51,,,,,,,,,,,,
8061,35,9,21,31,,,,,,,,,,,,
8068,33,9,91,41,,,,,,,,,,,,
8069,36,9,41,51,,,,,,,,,,,,
8070,34,9,91,1,,,,,,,,,,,,
8072,32,2,81,1,,,,,,,,,,,,
8073,30,6,81,51,,,,,,,,,,,,
8073,35,5,61,51,,,,,,,,,,,,
8075,31,3,1,1,,,,,,,,,,,,
8075,36,2,61,31,,,,,,,,,,,,
8075,36,8,71,31,,,,,,,,,,,,
8081,33,4,81,51,,,,,,,,,,,,
8083,36,9,31,21,,,,,,,,,,,,
8084,33,6,91,21,,,,,,,,,,,,
8085,31,5,11,21,,,,,,,,,,,,
8087,31,6,91,21,,,,,,,,,,,,
8088,36,5,71,11,,,,,,,,,,,,
8089,31,5,71,31,,,,,,,,,,,,
8091,32,2,91,51,,,,,,,,,,,,
8091,37,7,71,21,,,,,,,,,,,,
8093,36,9,41,11,,,,,,,,,,,,
8094,34,2,1,41,,,,,,,,,,,,
8096,37,2,1,1,,,,,,,,,,,,
8099,32,6,41,31,,,,,,,,,,,,
8100,31,9,61,31,,,,,,,,,,,,
8100,32,5,61,31,,,,,,,,,,,,
8101,32,7,31,51,,,,,,,,,,,,
8104,35,6,1,1,,,,,,,,,,,,
8105,31,2,51,1,,,,,,,,,,,,
8105,35,7,1,11,,,,,,,,,,,,
8106,34,8,41,31,,,,,,,,,,,,
8108,34,2,21,1,,,,,,,,,,,,
8108,37,3,91,11,,,,,,,,,,,,
8109,36,3,81,41,,,,,,,,,,,,
8112,36,4,31,51,,,,,,,,,,,,
8118,38,2,91,51,,,,,,,,,,,,
8120,31,2,71,41,,,,,,,,,,,,
8121,36,2,81,51,,,,,,,,,,,,
8122,30,3,1,41,,,,,,,,,,,,
8122,30,5,41,41,,,,,,,,,,,,
8123,38,2,1,21,,,,,,,,,,,,
8124,30,5,81,1,,,,,,,,,,,,
8124,31,5,81,31,,,,,,,,,,,,
8125,33,4,91,51,,,,,,,,,,,,
8126,30,8,31,21,,,,,,,,,,,,
8127,36,3,21,41,,,,,,,,,,,,
8133,32,8,11,11,,,,,,,,,,,,
8133,33,8,21,51,,,,,,,,,,,,
8134,37,8,41,21,,,,,,,,,,,,
8134,37,9,71,41,,,,,,,,,,,,
8139,35,7,51,11,,,,,,,,,,,,
8142,34,6,81,41,,,,,,,,,,,,
8142,36,3,1,11,,,,,,,,,,,,
8143,35,6,11,21,,,,,,,,,,,,
8145,33,8,21,41,,,,,,,,,,,,
8147,34,8,31,41,,,,,,,,,,,,
8147,37,6,81,21,,,,,,,,,,,,
8149,30,8,11,41,,,,,,,,,,,,
8151,33,5,81,11,,,,,,,,,,,,
8151,35,3,21,21,,,,,,,,,,,,
8153,30,2,51,21,,,,,,,,,,,,
8153,36,9,41,41,,,,,,,,,,,,
8157,35,8,21,21,,,,,,,,,,,,
8158,38,2,61,31,,,,,,,,,,,,
8160,34,6,11,31,,,,,,,,,,,,
8161,33,8,61,31,,,,,,,,,,,,
8161,36,3,51,11,,,,,,,,,,,,
8162,30,4,81,51,,,,,,,,,,,,
8162,37,3,81,11,,,,,,,,,,,,
8163,34,2,91,31,,,,,,,,,,,,
8163,36,6,81,41,,,,,,,,,,,,
8165,30,5,21,31,,,,,,,,,,,,
8169,31,9,61,51,,,,,,,,,,,,
8171,34,7,41,11,,,,,,,,,,,,
8172,30,2,91,41,,,,,,,,,,,,
8173,33,2,71,41,,,,,,,,,,,,
8173,38,2,61,1,,,,,,,,,,,,
8174,35,7,11,1,,,,,,,,,,,,
8174,38,2,51,31,,,,,,,,,,,,
8178,32,9,41,1,,,,,,,,,,,,
8181,36,2,71,11,,,,,,,,,,,,
8184,33,8,41,1,,,,,,,,,,,,
8185,31,6,11,31,,,,,,,,,,,,
8185,34,9,61,1,,,,,,,,,,,,
8187,37,3,1,41,,,,,,,,,,,,
8188,32,3,61,31,,,,,,,,,,,,
8189,35,4,11,31,,,,,,,,,,,,
8189,35,4,81,51,,,,,,,,,,,,
8189,35,9,61,51,,,,,,,,,,,,
8191,30,8,41,51,,,,,,,,,,,,
8191,37,2,71,11,,,,,,,,,,,,
8192,36,9,81,51,,,,,,,,,,,,
8193,35,6,41,31,,,,,,,,,,,,
8193,36,7,91,31,,,,,,,,,,,,
8194,33,4,41,51,,,,,,,,,,,,
8200,31,3,11,51,,,,,,,,,,,,
8202,36,5,21,41,,,,,,,,,,,,
8204,38,2,81,21,,,,,,,,,,,,
8205,33,4,21,21,,,,,,,,,,,,
8209,33,3,31,21,,,,,,,,,,,,
8212,32,2,51,41,,,,,,,,,,,,
8213,36,4,11,51,,,,,,,,,,,,
8214,33,3,91,21,,,,,,,,,,,,
8214,34,4,61,31,,,,,,,,,,,,
8215,32,5,11,21,,,,,,,,,,,,
8215,34,6,21,1,,,,,,,,,,,,
8215,37,5,41,21,,,,,,,,,,,,
8215,37,5,51,31,,,,,,,,,,,,
8217,36,5,71,21,,,,,,,,,,,,
8218,35,6,31,31,,,,,,,,,,,,
8218,37,4,41,21,,,,,,,,,,,,
8220,33,8,31,51,,,,,,,,,,,,
8221,37,4,51,41,,,,,,,,,,,,
8222,32,8,61,31,,,,,,,,,,,,
8222,33,7,1,51,,,,,,,,,,,,
8222,36,6,41,11,,,,,,,,,,,,
8224,34,3,21,41,,,,,,,,,,,,
8224,34,7,41,1,,,,,,,,,,,,
8228,35,8,71,11,,,,,,,,,,,,
8228,37,9,61,1,,,,,,,,,,,,
8230,33,5,31,21,,,,,,,,,,,,
8231,34,8,51,21,,,,,,,,,,,,
8232,31,2,11,21,,,,,,,,,,,,
8232,31,3,31,1,,,,,,,,,,,,
8232,32,3,81,31,,,,,,,,,,,,
8234,30,8,51,51,,,,,,,,,,,,
8235,30,4,31,41,,,,,,,,,,,,
8235,31,4,61,1,,,,,,,,,,,,
8235,34,3,21,51,,,,,,,,,,,,
8238,31,5,1,1,,,,,,,,,,,,
8239,31,2,1,41,,,,,,,,,,,,
8240,34,5,61,21,,,,,,,,,,,,
8241,30,5,21,1,,,,,,,,,,,,
8245,33,2,51,41,,,,,,,,,,,,
8248,34,4,81,51,,,,,,,,,,,,
8249,36,6,71,51,,,,,,,,,,,,
8250,35,5,41,21,,,,,,,,,,,,
8251,31,9,91,41,,,,,,,,,,,,
8251,33,9,91,31,,,,,,,,,,,,
8251,37,8,41,51,,,,,,,,,,,,
8252,37,2,51,21,,,,,,,,,,,,
8252,37,6,21,41,,,,,,,,,,,,
8254,37,6,51,11,,,,,,,,,,,,
8256,33,6,41,31,,,,,,,,,,,,
8257,37,5,61,11,,,,,,,,,,,,
8260,33,8,11,21,,,,,,,,,,,,
8260,35,5,31,21,,,,,,,,,,,,
8261,33,5,41,51,,,,,,,,,,,,
8266,30,9,41,31,,,,,,,,,,,,
8266,34,6,51,41,,,,,,,,,,,,
8268,37,8,21,11,,,,,,,,,,,,
8272,34,6,21,21,,,,,,,,,,,,
8273,34,4,51,21,,,,,,,,,,,,
8275,34,9,11,51,,,,,,,,,,,,
8276,32,9,11,41,,,,,,,,,,,,
8276,33,4,91,1,,,,,,,,,,,,
8278,31,6,21,1,,,,,,,,,,,,
8278,34,6,81,51,,,,,,,,,,,,
8278,35,5,61,21,,,,,,,,,,,,
8279,31,8,1,41,,,,,,,,,,,,
8279,36,8,51,31,,,,,,,,,,,,
8280,30,2,61,41,,,,,,,,,,,,
8280,31,2,71,51,,,,,,,,,,,,
8280,34,2,41,11,,,,,,,,,,,,
8282,34,7,51,51,,,,,,,,,,,,
8283,33,2,51,1,,,,,,,,,,,,
8283,34,8,11,21,,,,,,,,,,,,
8283,36,9,81,31,,,,,,,,,,,,
8285,34,2,91,11,,,,,,,,,,,,
8285,36,6,31,1,,,,,,,,,,,,
8286,33,7,41,41,,,,,,,,,,,,
8287,36,7,61,41,,,,,,,,,,,,
8288,36,8,51,41,,,,,,,,,,,,
8290,31,2,31,31,,,,,,,,,,,,
8290,32,7,51,41,,,,,,,,,,,,
8290,34,2,31,41,,,,,,,,,,,,
8292,36,5,31,21,,,,,,,,,,,,
8294,37,3,21,41,,,,,,,,,,,,
8296,30,3,91,41,,,,,,,,,,,,
8296,33,8,91,41,,,,,,,,,,,,
8296,36,7,31,51,,,,,,,,,,,,
8298,30,8,21,1,,,,,,,,,,,,
8298,34,8,81,51,,,,,,,,,,,,
8298,35,9,11,11,,,,,,,,,,,,
8299,37,8,31,51,,,,,,,,,,,,
8300,32,9,71,11,,,,,,,,,,,,
8300,37,3,21,51,,,,,,,,,,,,
8305,36,7,31,41,,,,,,,,,,,,
8308,31,4,11,41,,,,,,,,,,,,
8308,34,7,91,1,,,,,,,,,,,,
8313,32,2,91,1,,,,,,,,,,,,
8313,35,5,1,21,,,,,,,,,,,,
8314,30,2,81,21,,,,,,,,,,,,
8314,31,8,21,1,,,,,,,,,,,,
8316,34,3,81,21,,,,,,,,,,,,
8316,35,9,61,11,,,,,,,,,,,,
8317,30,9,81,41,,,,,,,,,,,,
8317,32,8,1,31,,,,,,,,,,,,
8321,35,4,31,31,,,,,,,,,,,,
8325,34,8,41,21,,,,,,,,,,,,
8325,37,5,41,11,,,,,,,,,,,,
8326,31,2,1,1,,,,,,,,,,,,
8326,31,2,21,11,,,,,,,,,,,,
8327,31,6,81,21,,,,,,,,,,,,
8328,32,3,61,51,,,,,,,,,,,,
8329,34,5,71,21,,,,,,,,,,,,
8331,30,5,51,51,,,,,,,,,,,,
8331,31,3,11,41,,,,,,,,,,,,
8334,37,7,31,21,,,,,,,,,,,,
8336,31,8,71,31,,,,,,,,,,,,
8337,32,6,51,31,,,,,,,,,,,,
8337,34,6,71,11,,,,,,,,,,,,
8339,33,7,91,51,,,,,,,,,,,,
8339,33,9,11,21,,,,,,,,,,,,
8339,37,9,11,11,,,,,,,,,,,,
8340,34,8,91,21,,,,,,,,,,,,
8340,37,8,91,41,,,,,,,,,,,,
8342,35,2,81,1,,,,,,,,,,,,
8343,37,8,11,31,,,,,,,,,,,,
8345,31,7,61,51,,,,,,,,,,,,
8345,35,4,71,31,,,,,,,,,,,,
8347,34,5,91,1,,,,,,,,,,,,
8348,38,2,31,11,,,,,,,,,,,,
8349,33,5,11,21,,,,,,,,,,,,
8350,35,4,51,31,,,,,,,,,,,,
8352,30,6,21,51,,,,,,,,,,,,
8353,33,2,61,11,,,,,,,,,,,,
8354,36,7,81,21,,,,,,,,,,,,
8355,37,7,51,31,,,,,,,,,,,,
8356,30,6,31,51,,,,,,,,,,,,
8357,33,4,21,1,,,,,,,,,,,,
8358,30,8,61,21,,,,,,,,,,,,
8358,32,8,31,1,,,,,,,,,,,,
8358,34,6,61,21,,,,,,,,,,,,
8360,34,4,91,21,,,,,,,,,,,,
8361,34,6,51,1,,,,,,,,,,,,
8362,33,7,11,21,,,,,,,,,,,,
8362,33,7,81,1,,,,,,,,,,,,
8363,36,9,81,11,,,,,,,,,,,,
8363,37,7,71,11,,,,,,,,,,,,
8364,30,7,41,41,,,,,,,,,,,,
8364,31,3,41,21,,,,,,,,,,,,
8367,37,3,51,41,,,,,,,,,,,,
8371,33,2,21,41,,,,,,,,,,,,
8371,37,4,61,31,,,,,,,,,,,,
8373,31,2,41,1,,,,,,,,,,,,
8373,32,8,71,11,,,,,,,,,,,,
8374,32,2,71,11,,,,,,,,,,,,
8374,37,2,71,31,,,,,,,,,,,,
8375,35,2,1,31,,,,,,,,,,,,
8375,35,9,81,51,,,,,,,,,,,,
8377,31,9,91,51,,,,,,,,,,,,
8377,36,8,91,1,,,,,,,,,,,,
8380,30,3,51,41,,,,,,,,,,,,
8380,33,2,51,51,,,,,,,,,,,,
8380,33,9,41,51,,,,,,,,,,,,
8381,32,8,1,51,,,,,,,,,,,,
8381,34,8,11,31,,,,,,,,,,,,
8383,30,2,51,31,,,,,,,,,,,,
8386,32,6,21,51,,,,,,,,,,,,
8386,35,6,71,51,,,,,,,,,,,,
8387,37,9,11,21,,,,,,,,,,,,
8389,30,4,41,21,,,,,,,,,,,,
8389,36,9,71,11,,,,,,,,,,,,
8390,36,6,61,11,,,,,,,,,,,,
8391,34,9,61,11,,,,,,,,,,,,
8391,36,2,31,31,,,,,,,,,,,,
8393,36,4,21,11,,,,,,,,,,,,
8393,37,5,71,31,,,,,,,,,,,,
8395,33,6,21,51,,,,,,,,,,,,
8395,33,8,71,51,,,,,,,,,,,,
8396,34,5,61,41,,,,,,,,,,,,
8396,37,9,31,1,,,,,,,,,,,,
8397,32,4,71,1,,,,,,,,,,,,
8398,30,7,51,21,,,,,,,,,,,,
8400,30,5,81,41,,,,,,,,,,,,
8400,33,3,41,21,,,,,,,,,,,,
8401,34,8,1,41,,,,,,,,,,,,
8402,31,3,81,51,,,,,,,,,,,,
8403,33,9,61,31,,,,,,,,,,,,
8403,35,5,71,21,,,,,,,,,,,,
8404,32,7,21,21,,,,,,,,,,,,
8405,32,7,71,11,,,,,,,,,,,,
8405,33,3,31,51,,,,,,,,,,,,
8406,31,2,81,1,,,,,,,,,,,,
8406,36,7,1,21,,,,,,,,,,,,
8406,37,3,81,21,,,,,,,,,,,,
8407,33,8,11,1,,,,,,,,,,,,
8410,33,8,11,11,,,,,,,,,,,,
8410,35,5,91,11,,,,,,,,,,,,
8410,36,8,61,51,,,,,,,,,,,,
8412,32,2,11,31,,,,,,,,,,,,
8412,32,6,21,11,,,,,,,,,,,,
8412,35,6,1,21,,,,,,,,,,,,
8413,30,3,81,1,,,,,,,,,,,,
8413,32,8,51,11,,,,,,,,,,,,
8416,30,7,1,21,,,,,,,,,,,,
8417,37,4,31,41,,,,,,,,,,,,
8419,32,5,1,1,,,,,,,,,,,,
8420,35,7,41,31,,,,,,,,,,,,
8421,35,9,31,31,,,,,,,,,,,,
8422,30,6,31,31,,,,,,,,,,,,
8422,31,6,31,11,,,,,,,,,,,,
8424,36,8,11,1,,,,,,,,,,,,
8425,34,8,61,11,,,,,,,,,,,,
8426,33,3,41,31,,,,,,,,,,,,
8426,34,9,41,11,,,,,,,,,,,,
8426,37,6,11,11,,,,,,,,,,,,
8428,30,2,41,41,,,,,,,,,,,,
8429,31,7,91,41,,,,,,,,,,,,
8429,33,6,41,41,,,,,,,,,,,,
8429,35,4,31,21,,,,,,,,,,,,
8429,37,4,81,11,,,,,,,,,,,,
8430,37,4,71,1,,,,,,,,,,,,
8431,31,5,51,41,,,,,,,,,,,,
8431,34,9,51,41,,,,,,,,,,,,
8432,30,6,11,51,,,,,,,,,,,,
8432,35,9,71,31,,,,,,,,,,,,
8433,36,4,71,51,,,,,,,,,,,,
8437,30,6,81,21,,,,,,,,,,,,
8437,31,9,11,1,,,,,,,,,,,,
8438,35,5,1,31,,,,,,,,,,,,
8440,31,2,51,11,,,,,,,,,,,,
8440,32,7,11,31,,,,,,,,,,,,
8441,33,2,31,11,,,,,,,,,,,,
8441,33,3,51,1,,,,,,,,,,,,
8441,36,5,91,41,,,,,,,,,,,,
8442,33,9,1,1,,,,,,,,,,,,
8445,34,9,91,11,,,,,,,,,,,,
8446,30,2,11,21,,,,,,,,,,,,
8446,31,2,61,21,,,,,,,,,,,,
8446,35,2,71,21,,,,,,,,,,,,
8446,37,6,41,1,,,,,,,,,,,,
8448,30,5,11,31,,,,,,,,,,,,
8448,35,9,81,31,,,,,,,,,,,,
8449,33,7,61,31,,,,,,,,,,,,
8449,34,8,51,31,,,,,,,,,,,,
8451,30,5,51,41,,,,,,,,,,,,
8451,37,8,1,31,,,,,,,,,,,,
8452,30,5,41,31,,,,,,,,,,,,
8452,32,6,41,21,,,,,,,,,,,,
8452,34,7,21,11,,,,,,,,,,,,
8452,37,8,71,21,,,,,,,,,,,,
8452,37,9,61,31,,,,,,,,,,,,
8453,36,6,61,1,,,,,,,,,,,,
8453,38,2,91,11,,,,,,,,,,,,
8455,32,7,41,21,,,,,,,,,,,,
8457,31,6,31,1,,,,,,,,,,,,
8457,32,7,91,11,,,,,,,,,,,,
8459,32,3,11,51,,,,,,,,,,,,
8459,32,7,91,31,,,,,,,,,,,,
8460,35,6,61,11,,,,,,,,,,,,
8462,35,7,81,1,,,,,,,,,,,,
8463,37,7,71,51,,,,,,,,,,,,
8464,38,2,11,31,,,,,,,,,,,,
8467,31,4,71,31,,,,,,,,,,,,
8468,34,3,71,11,,,,,,,,,,,,
8469,36,7,81,31,,,,,,,,,,,,
8470,32,3,11,31,,,,,,,,,,,,
8470,34,2,31,31,,,,,,,,,,,,
8470,35,2,11,1,,,,,,,,,,,,
8473,34,9,41,51,,,,,,,,,,,,
8474,33,5,11,11,,,,,,,,,,,,
8474,37,5,11,21,,,,,,,,,,,,
8474,37,7,41,1,,,,,,,,,,,,
8476,34,7,21,1,,,,,,,,,,,,
8477,38,2,31,51,,,,,,,,,,,,
8478,35,5,31,11,,,,,,,,,,,,
8479,34,4,21,1,,,,,,,,,,,,
8479,36,3,91,41,,,,,,,,,,,,
8479,37,4,21,41,,,,,,,,,,,,
8480,35,5,51,11,,,,,,,,,,,,
8481,30,3,91,31,,,,,,,,,,,,
8481,34,2,61,11,,,,,,,,,,,,
8481,36,2,61,1,,,,,,,,,,,,
8482,30,5,41,21,,,,,,,,,,,,
8482,34,3,1,21,,,,,,,,,,,,
8482,34,4,51,11,,,,,,,,,,,,
8483,32,4,91,51,,,,,,,,,,,,
8484,30,6,61,1,,,,,,,,,,,,
8484,32,5,31,41,,,,,,,,,,,,
8484,32,9,41,41,,,,,,,,,,,,
8485,32,8,1,11,,,,,,,,,,,,
8486,30,7,81,41,,,,,,,,,,,,
8487,31,2,31,11,,,,,,,,,,,,
8487,34,6,1,51,,,,,,,,,,,,
8488,34,2,61,21,,,,,,,,,,,,
8488,35,2,61,51,,,,,,,,,,,,
8490,33,2,11,31,,,,,,,,,,,,
8490,33,3,51,51,,,,,,,,,,,,
8490,36,4,21,41,,,,,,,,,,,,
8490,38,2,41,21,,,,,,,,,,,,
8491,35,3,31,21,,,,,,,,,,,,
8492,30,9,71,11,,,,,,,,,,,,
8492,34,2,41,51,,,,,,,,,,,,
8492,36,4,1,51,,,,,,,,,,,,
8493,33,9,51,1,,,,,,,,,,,,
8494,36,7,21,11,,,,,,,,,,,,
8496,32,3,41,1,,,,,,,,,,,,
8497,35,8,31,1,,,,,,,,,,,,
8497,37,4,81,31,,,,,,,,,,,,
8498,31,3,11,21,,,,,,,,,,,,
8498,37,5,21,11,,,,,,,,,,,,
8499,30,5,71,21,,,,,,,,,,,,
8499,34,7,31,21,,,,,,,,,,,,
8499,34,7,81,31,,,,,,,,,,,,
8499,36,8,11,11,,,,,,,,,,,,
8501,32,5,81,41,,,,,,,,,,,,
8501,35,2,41,51,,,,,,,,,,,,
8502,35,7,61,41,,,,,,,,,,,,
8504,31,6,61,1,,,,,,,,,,,,
8504,31,7,1,1,,,,,,,,,,,,
8504,36,9,91,21,,,,,,,,,,,,
8505,30,4,91,21,,,,,,,,,,,,
8505,31,2,41,41,,,,,,,,,,,,
8505,37,6,11,21,,,,,,,,,,,,
8506,33,9,21,51,,,,,,,,,,,,
8506,34,2,21,51,,,,,,,,,,,,
8508,32,5,71,51,,,,,,,,,,,,
8508,35,2,91,31,,,,,,,,,,,,
8509,33,2,81,21,,,,,,,,,,,,
8509,33,3,21,21,,,,,,,,,,,,
8511,32,5,81,21,,,,,,,,,,,,
8511,36,2,31,11,,,,,,,,,,,,
8512,30,7,51,1,,,,,,,,,,,,
8514,30,7,1,31,,,,,,,,,,,,
8514,35,2,81,11,,,,,,,,,,,,
8514,35,7,61,11,,,,,,,,,,,,
8514,37,3,61,1,,,,,,,,,,,,
8515,30,3,61,31,,,,,,,,,,,,
8515,35,8,1,41,,,,,,,,,,,,
8516,37,9,51,21,,,,,,,,,,,,
8517,31,6,31,41,,,,,,,,,,,,
8517,33,4,51,1,,,,,,,,,,,,
8517,37,7,21,11,,,,,,,,,,,,
8518,35,2,51,51,,,,,,,,,,,,
8518,37,2,31,21,,,,,,,,,,,,
8519,33,9,41,11,,,,,,,,,,,,
8519,36,6,91,21,,,,,,,,,,,,
8519,37,4,1,21,,,,,,,,,,,,
8522,36,4,41,41,,,,,,,,,,,,
8522,37,2,71,41,,,,,,,,,,,,
8522,38,2,21,51,,,,,,,,,,,,
8523,30,4,61,21,,,,,,,,,,,,
8523,37,3,91,1,,,,,,,,,,,,
8523,38,2,71,21,,,,,,,,,,,,
8524,30,7,71,31,,,,,,,,,,,,
8524,35,9,71,51,,,,,,,,,,,,
8525,32,2,51,31,,,,,,,,,,,,
8525,36,4,91,51,,,,,,,,,,,,
8526,33,3,61,11,,,,,,,,,,,,
8526,34,5,41,51,,,,,,,,,,,,
8526,37,2,71,51,,,,,,,,,,,,
8528,38,2,1,1,,,,,,,,,,,,
8529,31,5,71,41,,,,,,,,,,,,
8529,33,7,11,1,,,,,,,,,,,,
