length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
7755,9,5,71,1,,,,,,,,,,,,
7764,7,9,71,11,,,,,,,,,,,,
7769,2,3,61,21,,,,,,,,,,,,
7775,2,3,81,51,,,,,,,,,,,,
7775,4,2,1,41,,,,,,,,,,,,
7775,4,4,41,21,,,,,,,,,,,,
7778,7,8,31,21,,,,,,,,,,,,
7784,6,7,1,51,,,,,,,,,,,,
7785,2,7,81,1,,,,,,,,,,,,
7785,5,3,21,51,,,,,,,,,,,,
7803,6,9,21,51,,,,,,,,,,,,
7805,2,6,11,21,,,,,,,,,,,,
7807,7,4,81,1,,,,,,,,,,,,
7810,5,4,51,11,,,,,,,,,,,,
7815,5,2,1,31,,,,,,,,,,,,
7819,9,7,71,1,,,,,,,,,,,,
7822,3,2,1,51,,,,,,,,,,,,
7833,2,6,11,31,,,,,,,,,,,,
7836,9,7,11,21,,,,,,,,,,,,
7837,6,7,91,51,,,,,,,,,,,,
7840,9,5,51,51,,,,,,,,,,,,
7842,3,3,41,11,,,,,,,,,,,,
7842,4,3,21,51,,,,,,,,,,,,
7844,7,4,11,31,,,,,,,,,,,,
7852,3,8,21,11,,,,,,,,,,,,
7853,7,3,91,41,,,,,,,,,,,,
7853,7,5,61,1,,,,,,,,,,,,
7858,6,6,31,41,,,,,,,,,,,,
7858,9,4,1,1,,,,,,,,,,,,
7860,4,7,61,11,,,,,,,,,,,,
7863,5,2,41,21,,,,,,,,,,,,
7865,6,2,91,21,,,,,,,,,,,,
7877,6,4,1,11,,,,,,,,,,,,
7891,3,4,61,1,,,,,,,,,,,,
7896,4,5,11,11,,,,,,,,,,,,
7902,3,7,21,31,,,,,,,,,,,,
7903,3,4,81,31,,,,,,,,,,,,
7904,6,2,51,21,,,,,,,,,,,,
7909,7,7,91,11,,,,,,,,,,,,
7910,4,4,11,1,,,,,,,,,,,,
7912,7,9,81,31,,,,,,,,,,,,
7922,2,3,91,51,,,,,,,,,,,,
7922,6,2,41,21,,,,,,,,,,,,
7923,9,9,51,41,,,,,,,,,,,,
7924,6,7,51,31,,,,,,,,,,,,
7927,8,9,81,51,,,,,,,,,,,,
7929,2,7,91,21,,,,,,,,,,,,
7932,4,7,41,21,,,,,,,,,,,,
7938,8,2,41,1,,,,,,,,,,,,
7940,2,2,21,51,,,,,,,,,,,,
7944,2,9,41,1,,,,,,,,,,,,
7946,9,7,1,41,,,,,,,,,,,,
7948,2,8,71,11,,,,,,,,,,,,
7951,5,8,61,51,,,,,,,,,,,,
7951,6,5,21,21,,,,,,,,,,,,
7952,5,5,21,41,,,,,,,,,,,,
7952,8,3,31,41,,,,,,,,,,,,
7958,3,2,1,21,,,,,,,,,,,,
7959,2,3,71,41,,,,,,,,,,,,
7962,3,8,11,11,,,,,,,,,,,,
7965,6,4,11,1,,,,,,,,,,,,
7966,4,3,41,31,,,,,,,,,,,,
7966,9,6,21,31,,,,,,,,,,,,
7968,5,2,41,41,,,,,,,,,,,,
7980,9,5,71,51,,,,,,,,,,,,
7985,9,2,71,21,,,,,,,,,,,,
7989,6,6,11,51,,,,,,,,,,,,
7989,9,5,21,41,,,,,,,,,,,,
7993,7,5,1,31,,,,,,,,,,,,
7996,4,6,71,41,,,,,,,,,,,,
8001,3,3,11,21,,,,,,,,,,,,
8002,3,5,1,1,,,,,,,,,,,,
8002,3,6,11,31,,,,,,,,,,,,
8004,2,6,21,41,,,,,,,,,,,,
8005,3,9,61,1,,,,,,,,,,,,
8006,2,6,51,31,,,,,,,,,,,,
8010,2,7,21,51,,,,,,,,,,,,
8010,5,8,21,31,,,,,,,,,,,,
8011,6,3,1,21,,,,,,,,,,,,
8016,9,3,21,21,,,,,,,,,,,,
8018,8,2,51,1,,,,,,,,,,,,
8019,2,8,41,1,,,,,,,,,,,,
8019,4,9,11,1,,,,,,,,,,,,
8019,6,4,21,31,,,,,,,,,,,,
8021,6,4,61,31,,,,,,,,,,,,
8025,9,4,1,21,,,,,,,,,,,,
8026,6,6,21,21,,,,,,,,,,,,
8028,5,6,61,11,,,,,,,,,,,,
8028,7,3,61,11,,,,,,,,,,,,
8029,4,5,61,1,,,,,,,,,,,,
8029,6,9,21,41,,,,,,,,,,,,
8030,7,3,91,21,,,,,,,,,,,,
8036,7,5,61,11,,,,,,,,,,,,
8036,9,9,81,1,,,,,,,,,,,,
8039,8,7,11,41,,,,,,,,,,,,
8042,2,9,21,11,,,,,,,,,,,,
8044,4,5,61,21,,,,,,,,,,,,
8045,4,9,11,21,,,,,,,,,,,,
8046,3,8,1,1,,,,,,,,,,,,
8046,5,7,71,1,,,,,,,,,,,,
8047,5,8,1,1,,,,,,,,,,,,
8047,7,6,91,11,,,,,,,,,,,,
8054,8,3,41,11,,,,,,,,,,,,
8058,9,6,71,41,,,,,,,,,,,,
8059,7,4,21,1,,,,,,,,,,,,
8060,8,5,61,41,,,,,,,,,,,,
8061,7,9,11,11,,,,,,,,,,,,
8062,3,4,21,11,,,,,,,,,,,,
8062,9,9,51,51,,,,,,,,,,,,
8063,2,6,81,21,,,,,,,,,,,,
8064,7,8,91,31,,,,,,,,,,,,
8065,2,6,21,51,,,,,,,,,,,,
8067,8,5,11,41,,,,,,,,,,,,
8068,5,2,11,1,,,,,,,,,,,,
8069,4,7,91,1,,,,,,,,,,,,
8072,5,4,31,11,,,,,,,,,,,,
8074,3,7,31,51,,,,,,,,,,,,
8074,4,5,71,11,,,,,,,,,,,,
8074,9,3,41,1,,,,,,,,,,,,
8075,4,6,61,51,,,,,,,,,,,,
8077,6,7,71,51,,,,,,,,,,,,
8079,2,6,51,1,,,,,,,,,,,,
8080,3,6,21,31,,,,,,,,,,,,
8082,4,3,31,11,,,,,,,,,,,,
8083,6,7,81,31,,,,,,,,,,,,
8089,4,6,11,1,,,,,,,,,,,,
8093,4,4,51,51,,,,,,,,,,,,
8093,5,7,1,21,,,,,,,,,,,,
8093,9,9,71,1,,,,,,,,,,,,
8095,7,9,61,1,,,,,,,,,,,,
8096,7,4,11,41,,,,,,,,,,,,
8097,4,8,71,11,,,,,,,,,,,,
8097,5,9,41,11,,,,,,,,,,,,
8099,4,6,21,51,,,,,,,,,,,,
8099,4,7,71,31,,,,,,,,,,,,
8101,8,5,61,11,,,,,,,,,,,,
8102,2,5,71,31,,,,,,,,,,,,
8103,6,2,81,21,,,,,,,,,,,,
8107,3,9,31,21,,,,,,,,,,,,
8107,6,7,1,11,,,,,,,,,,,,
8110,9,9,71,21,,,,,,,,,,,,
8119,8,4,81,11,,,,,,,,,,,,
8120,6,3,21,31,,,,,,,,,,,,
8122,3,8,31,21,,,,,,,,,,,,
8126,6,9,11,1,,,,,,,,,,,,
8127,2,6,41,41,,,,,,,,,,,,
8127,6,3,91,11,,,,,,,,,,,,
8131,5,5,31,11,,,,,,,,,,,,
8134,7,6,71,41,,,,,,,,,,,,
8135,4,4,11,41,,,,,,,,,,,,
8140,4,4,81,51,,,,,,,,,,,,
8141,8,9,91,31,,,,,,,,,,,,
8141,9,9,31,11,,,,,,,,,,,,
8142,7,8,41,21,,,,,,,,,,,,
8146,2,6,51,21,,,,,,,,,,,,
8147,4,4,41,31,,,,,,,,,,,,
8147,9,9,1,1,,,,,,,,,,,,
8160,7,3,21,51,,,,,,,,,,,,
8160,7,8,41,11,,,,,,,,,,,,
8161,6,7,1,31,,,,,,,,,,,,
8163,3,5,41,1,,,,,,,,,,,,
8164,6,9,11,51,,,,,,,,,,,,
8165,3,4,1,41,,,,,,,,,,,,
8165,8,9,21,21,,,,,,,,,,,,
8168,2,6,61,31,,,,,,,,,,,,
8169,9,3,21,51,,,,,,,,,,,,
8170,3,4,91,51,,,,,,,,,,,,
8172,7,5,31,31,,,,,,,,,,,,
8173,2,5,1,21,,,,,,,,,,,,
8173,7,3,11,11,,,,,,,,,,,,
8173,9,4,81,41,,,,,,,,,,,,
8174,5,7,41,21,,,,,,,,,,,,
8174,9,8,51,21,,,,,,,,,,,,
8175,9,7,61,51,,,,,,,,,,,,
8176,3,6,81,1,,,,,,,,,,,,
8176,8,7,51,51,,,,,,,,,,,,
8178,9,8,51,51,,,,,,,,,,,,
8179,6,5,21,11,,,,,,,,,,,,
8180,6,9,91,21,,,,,,,,,,,,
8181,9,6,31,11,,,,,,,,,,,,
8182,6,8,91,21,,,,,,,,,,,,
8182,8,7,81,31,,,,,,,,,,,,
8183,7,8,71,31,,,,,,,,,,,,
8184,6,8,21,41,,,,,,,,,,,,
8186,4,8,91,21,,,,,,,,,,,,
8187,5,8,81,31,,,,,,,,,,,,
8189,9,4,21,11,,,,,,,,,,,,
8190,9,6,11,41,,,,,,,,,,,,
8195,5,4,11,21,,,,,,,,,,,,
8197,7,9,71,41,,,,,,,,,,,,
8200,3,5,81,11,,,,,,,,,,,,
8200,7,7,51,1,,,,,,,,,,,,
8201,4,4,91,51,,,,,,,,,,,,
8201,6,9,81,11,,,,,,,,,,,,
8205,4,3,11,1,,,,,,,,,,,,
8206,3,4,1,1,,,,,,,,,,,,
8206,3,8,91,41,,,,,,,,,,,,
8206,5,8,21,21,,,,,,,,,,,,
8207,6,7,11,11,,,,,,,,,,,,
8208,3,3,91,31,,,,,,,,,,,,
8208,6,6,31,1,,,,,,,,,,,,
8208,9,2,21,21,,,,,,,,,,,,
8209,5,3,61,41,,,,,,,,,,,,
8209,8,3,1,11,,,,,,,,,,,,
8209,8,5,1,11,,,,,,,,,,,,
8210,6,5,11,21,,,,,,,,,,,,
8210,6,8,11,11,,,,,,,,,,,,
8211,5,4,81,21,,,,,,,,,,,,
8212,2,3,51,1,,,,,,,,,,,,
8214,4,7,11,1,,,,,,,,,,,,
8214,7,9,11,1,,,,,,,,,,,,
8214,9,4,41,31,,,,,,,,,,,,
8215,3,3,71,1,,,,,,,,,,,,
8215,3,4,31,1,,,,,,,,,,,,
8216,5,5,61,21,,,,,,,,,,,,
8216,5,6,21,31,,,,,,,,,,,,
8218,3,7,71,31,,,,,,,,,,,,
8218,5,5,1,31,,,,,,,,,,,,
8219,8,6,41,1,,,,,,,,,,,,
8220,5,5,41,31,,,,,,,,,,,,
8224,8,6,1,51,,,,,,,,,,,,
8226,7,9,61,31,,,,,,,,,,,,
8227,2,7,61,31,,,,,,,,,,,,
8228,7,5,1,21,,,,,,,,,,,,
8229,9,3,91,31,,,,,,,,,,,,
8230,4,5,51,51,,,,,,,,,,,,
8230,6,9,91,31,,,,,,,,,,,,
8231,4,8,1,31,,,,,,,,,,,,
8231,6,8,11,41,,,,,,,,,,,,
8232,5,5,81,11,,,,,,,,,,,,
8232,7,3,91,51,,,,,,,,,,,,
8232,7,6,41,11,,,,,,,,,,,,
8232,9,8,81,21,,,,,,,,,,,,
8233,9,2,11,21,,,,,,,,,,,,
8235,8,7,51,31,,,,,,,,,,,,
8235,9,9,41,1,,,,,,,,,,,,
8236,6,4,31,11,,,,,,,,,,,,
8237,2,4,81,51,,,,,,,,,,,,
8237,3,5,81,21,,,,,,,,,,,,
8237,5,9,31,41,,,,,,,,,,,,
8238,6,3,31,31,,,,,,,,,,,,
8239,3,6,21,1,,,,,,,,,,,,
8240,2,3,1,41,,,,,,,,,,,,
8241,3,8,31,41,,,,,,,,,,,,
8241,7,9,11,41,,,,,,,,,,,,
8241,8,5,21,41,,,,,,,,,,,,
8242,6,4,41,51,,,,,,,,,,,,
8242,8,6,51,11,,,,,,,,,,,,
8242,9,8,31,41,,,,,,,,,,,,
8244,2,2,11,21,,,,,,,,,,,,
8245,2,8,61,21,,,,,,,,,,,,
8248,6,6,81,11,,,,,,,,,,,,
8249,2,3,71,1,,,,,,,,,,,,
8250,5,2,81,1,,,,,,,,,,,,
8253,7,4,1,51,,,,,,,,,,,,
8253,9,4,31,11,,,,,,,,,,,,
8254,9,2,61,51,,,,,,,,,,,,
8255,6,6,81,21,,,,,,,,,,,,
8260,3,9,21,31,,,,,,,,,,,,
8263,3,2,81,51,,,,,,,,,,,,
8263,7,3,11,51,,,,,,,,,,,,
8265,4,7,71,1,,,,,,,,,,,,
8266,3,6,51,11,,,,,,,,,,,,
8268,7,6,61,31,,,,,,,,,,,,
8270,3,8,41,41,,,,,,,,,,,,
8270,9,6,71,31,,,,,,,,,,,,
8272,5,6,51,31,,,,,,,,,,,,
8273,4,5,51,21,,,,,,,,,,,,
8274,7,6,1,31,,,,,,,,,,,,
8275,9,6,81,11,,,,,,,,,,,,
8278,4,4,71,21,,,,,,,,,,,,
8279,6,3,11,41,,,,,,,,,,,,
8279,8,3,71,51,,,,,,,,,,,,
8281,9,7,61,31,,,,,,,,,,,,
8282,3,5,21,51,,,,,,,,,,,,
8282,7,3,41,41,,,,,,,,,,,,
8283,7,5,61,41,,,,,,,,,,,,
8285,8,5,11,21,,,,,,,,,,,,
8288,8,3,61,31,,,,,,,,,,,,
8289,9,6,21,51,,,,,,,,,,,,
8291,4,4,31,51,,,,,,,,,,,,
8291,4,8,61,31,,,,,,,,,,,,
8293,4,3,71,31,,,,,,,,,,,,
8295,2,8,21,11,,,,,,,,,,,,
8296,2,7,21,31,,,,,,,,,,,,
8296,5,8,11,21,,,,,,,,,,,,
8296,5,9,21,21,,,,,,,,,,,,
8296,8,5,31,51,,,,,,,,,,,,
8300,3,2,51,31,,,,,,,,,,,,
8300,5,5,21,1,,,,,,,,,,,,
8301,2,4,71,1,,,,,,,,,,,,
8302,2,3,11,41,,,,,,,,,,,,
8302,5,4,51,21,,,,,,,,,,,,
8302,8,2,61,21,,,,,,,,,,,,
8303,6,9,71,41,,,,,,,,,,,,
8305,2,2,71,41,,,,,,,,,,,,
8305,7,6,61,41,,,,,,,,,,,,
8306,4,2,81,1,,,,,,,,,,,,
8306,7,4,81,11,,,,,,,,,,,,
8306,7,8,91,41,,,,,,,,,,,,
8308,8,9,61,11,,,,,,,,,,,,
8310,5,3,81,21,,,,,,,,,,,,
8310,5,7,1,51,,,,,,,,,,,,
8310,6,7,1,41,,,,,,,,,,,,
8312,3,7,51,21,,,,,,,,,,,,
8312,6,2,11,21,,,,,,,,,,,,
8313,6,3,41,1,,,,,,,,,,,,
8313,6,7,61,51,,,,,,,,,,,,
8315,4,7,1,31,,,,,,,,,,,,
8315,7,5,21,51,,,,,,,,,,,,
8319,5,7,11,31,,,,,,,,,,,,
8319,8,2,1,21,,,,,,,,,,,,
8319,8,8,21,1,,,,,,,,,,,,
8321,2,8,31,31,,,,,,,,,,,,
8321,6,2,31,11,,,,,,,,,,,,
8321,8,3,21,11,,,,,,,,,,,,
8323,2,2,31,1,,,,,,,,,,,,
8323,4,9,41,11,,,,,,,,,,,,
8324,3,9,91,1,,,,,,,,,,,,
8324,8,2,61,51,,,,,,,,,,,,
8325,6,7,11,1,,,,,,,,,,,,
8326,5,6,51,1,,,,,,,,,,,,
8328,7,3,61,31,,,,,,,,,,,,
8329,9,4,1,41,,,,,,,,,,,,
8333,4,3,61,31,,,,,,,,,,,,
8333,4,6,71,21,,,,,,,,,,,,
8335,9,7,11,1,,,,,,,,,,,,
8336,6,4,31,41,,,,,,,,,,,,
8338,3,9,41,31,,,,,,,,,,,,
8341,3,6,91,41,,,,,,,,,,,,
8342,3,2,21,31,,,,,,,,,,,,
8342,4,9,41,41,,,,,,,,,,,,
8344,7,6,51,51,,,,,,,,,,,,
8344,8,7,71,51,,,,,,,,,,,,
8346,2,6,81,1,,,,,,,,,,,,
8346,4,2,81,21,,,,,,,,,,,,
8346,4,3,61,1,,,,,,,,,,,,
8346,6,9,71,51,,,,,,,,,,,,
8347,9,2,51,11,,,,,,,,,,,,
8348,9,8,41,21,,,,,,,,,,,,
8349,4,3,21,21,,,,,,,,,,,,
8349,5,4,61,21,,,,,,,,,,,,
8349,7,5,71,11,,,,,,,,,,,,
8351,3,4,31,11,,,,,,,,,,,,
8353,8,2,51,11,,,,,,,,,,,,
8353,9,6,91,11,,,,,,,,,,,,
8354,2,8,11,41,,,,,,,,,,,,
8354,6,8,21,11,,,,,,,,,,,,
8355,4,4,61,41,,,,,,,,,,,,
8355,7,4,71,11,,,,,,,,,,,,
8358,8,7,41,11,,,,,,,,,,,,
8359,6,3,91,41,,,,,,,,,,,,
8361,4,7,21,1,,,,,,,,,,,,
8362,8,6,41,21,,,,,,,,,,,,
8367,4,3,71,51,,,,,,,,,,,,
8367,4,4,21,11,,,,,,,,,,,,
8369,2,2,51,51,,,,,,,,,,,,
8370,5,3,91,31,,,,,,,,,,,,
8371,8,3,71,21,,,,,,,,,,,,
8372,4,5,81,41,,,,,,,,,,,,
8372,6,4,11,11,,,,,,,,,,,,
8372,6,6,51,41,,,,,,,,,,,,
8372,6,9,21,11,,,,,,,,,,,,
8372,9,7,61,11,,,,,,,,,,,,
8373,9,5,21,11,,,,,,,,,,,,
8374,5,8,61,21,,,,,,,,,,,,
8375,6,5,11,11,,,,,,,,,,,,
8375,8,3,21,31,,,,,,,,,,,,
8376,8,5,71,21,,,,,,,,,,,,
8379,3,7,11,21,,,,,,,,,,,,
8383,3,9,51,31,,,,,,,,,,,,
8383,7,3,41,11,,,,,,,,,,,,
8384,7,3,81,21,,,,,,,,,,,,
8385,7,8,41,1,,,,,,,,,,,,
8386,4,8,11,41,,,,,,,,,,,,
8386,9,5,81,41,,,,,,,,,,,,
8387,2,8,91,11,,,,,,,,,,,,
8387,6,6,71,41,,,,,,,,,,,,
8388,2,3,11,1,,,,,,,,,,,,
8388,9,5,61,51,,,,,,,,,,,,
8389,6,3,61,1,,,,,,,,,,,,
8390,6,7,81,41,,,,,,,,,,,,
8390,9,5,51,11,,,,,,,,,,,,
8393,6,8,51,31,,,,,,,,,,,,
8393,7,2,71,51,,,,,,,,,,,,
8393,9,7,31,41,,,,,,,,,,,,
8394,2,6,41,21,,,,,,,,,,,,
8395,2,7,71,21,,,,,,,,,,,,
8396,6,8,81,31,,,,,,,,,,,,
8396,9,3,31,21,,,,,,,,,,,,
8397,3,4,91,1,,,,,,,,,,,,
8398,5,8,31,11,,,,,,,,,,,,
8398,8,5,51,51,,,,,,,,,,,,
8399,2,9,51,51,,,,,,,,,,,,
8399,7,3,51,21,,,,,,,,,,,,
8400,2,4,51,21,,,,,,,,,,,,
8400,6,4,31,1,,,,,,,,,,,,
8400,6,8,61,1,,,,,,,,,,,,
8400,9,2,41,21,,,,,,,,,,,,
8402,9,9,61,1,,,,,,,,,,,,
8403,4,8,61,41,,,,,,,,,,,,
8405,7,2,61,21,,,,,,,,,,,,
8405,7,3,11,31,,,,,,,,,,,,
8408,2,6,41,11,,,,,,,,,,,,
8408,8,2,61,41,,,,,,,,,,,,
8409,8,2,51,21,,,,,,,,,,,,
8412,5,7,71,41,,,,,,,,,,,,
8412,7,3,81,41,,,,,,,,,,,,
8413,7,6,91,51,,,,,,,,,,,,
8413,8,4,61,41,,,,,,,,,,,,
8415,3,8,1,31,,,,,,,,,,,,
8415,4,8,21,51,,,,,,,,,,,,
8416,2,3,81,31,,,,,,,,,,,,
8416,4,9,51,21,,,,,,,,,,,,
8418,8,5,81,51,,,,,,,,,,,,
8421,7,9,11,21,,,,,,,,,,,,
8421,8,5,81,41,,,,,,,,,,,,
8422,8,7,71,21,,,,,,,,,,,,
8423,5,2,31,31,,,,,,,,,,,,
8423,7,4,51,1,,,,,,,,,,,,
8423,8,5,11,1,,,,,,,,,,,,
8423,9,5,51,41,,,,,,,,,,,,
8424,6,3,81,21,,,,,,,,,,,,
8424,7,6,41,31,,,,,,,,,,,,
8424,9,8,21,21,,,,,,,,,,,,
8425,2,9,51,41,,,,,,,,,,,,
8426,4,2,71,1,,,,,,,,,,,,
8426,8,8,41,31,,,,,,,,,,,,
8427,2,9,1,31,,,,,,,,,,,,
8427,8,3,71,1,,,,,,,,,,,,
8427,8,9,21,41,,,,,,,,,,,,
8428,8,9,51,51,,,,,,,,,,,,
8429,6,2,91,1,,,,,,,,,,,,
8430,4,7,21,41,,,,,,,,,,,,
8431,7,8,61,51,,,,,,,,,,,,
8432,2,2,71,51,,,,,,,,,,,,
8432,5,4,61,41,,,,,,,,,,,,
8432,9,6,71,51,,,,,,,,,,,,
8433,7,6,21,21,,,,,,,,,,,,
8434,7,7,1,41,,,,,,,,,,,,
8436,5,2,91,31,,,,,,,,,,,,
8436,9,2,51,41,,,,,,,,,,,,
8438,8,9,41,21,,,,,,,,,,,,
8438,9,3,1,41,,,,,,,,,,,,
8443,6,3,31,21,,,,,,,,,,,,
8443,8,3,81,11,,,,,,,,,,,,
8443,8,8,11,31,,,,,,,,,,,,
8444,3,6,61,31,,,,,,,,,,,,
8444,4,2,11,51,,,,,,,,,,,,
8447,2,9,61,31,,,,,,,,,,,,
8450,4,5,61,51,,,,,,,,,,,,
8451,6,8,41,31,,,,,,,,,,,,
8451,8,7,1,21,,,,,,,,,,,,
8457,4,8,1,41,,,,,,,,,,,,
8457,6,6,1,11,,,,,,,,,,,,
8457,8,3,81,1,,,,,,,,,,,,
8458,3,2,71,21,,,,,,,,,,,,
8458,4,4,81,1,,,,,,,,,,,,
8458,6,2,21,31,,,,,,,,,,,,
8458,7,2,81,41,,,,,,,,,,,,
8458,7,9,31,41,,,,,,,,,,,,
8460,4,8,1,11,,,,,,,,,,,,
8461,2,6,81,11,,,,,,,,,,,,
8462,7,5,21,31,,,,,,,,,,,,
8463,3,8,81,21,,,,,,,,,,,,
8463,9,9,41,41,,,,,,,,,,,,
8464,8,7,61,41,,,,,,,,,,,,
8467,3,3,41,21,,,,,,,,,,,,
8467,9,6,1,51,,,,,,,,,,,,
8468,8,2,91,51,,,,,,,,,,,,
8468,9,5,71,11,,,,,,,,,,,,
8469,4,6,31,21,,,,,,,,,,,,
8469,5,6,31,21,,,,,,,,,,,,
8470,4,3,21,41,,,,,,,,,,,,
8471,4,6,81,31,,,,,,,,,,,,
8472,7,2,21,1,,,,,,,,,,,,
8472,9,9,11,11,,,,,,,,,,,,
8473,5,3,41,31,,,,,,,,,,,,
8474,3,6,31,31,,,,,,,,,,,,
8474,4,4,41,51,,,,,,,,,,,,
8475,2,7,61,41,,,,,,,,,,,,
8475,5,6,91,41,,,,,,,,,,,,
8475,7,3,31,1,,,,,,,,,,,,
8479,3,4,61,11,,,,,,,,,,,,
8479,6,7,1,21,,,,,,,,,,,,
8480,2,8,91,1,,,,,,,,,,,,
8480,5,3,71,1,,,,,,,,,,,,
8481,2,8,71,51,,,,,,,,,,,,
8481,4,9,11,11,,,,,,,,,,,,
8482,2,8,31,41,,,,,,,,,,,,
8482,5,8,71,11,,,,,,,,,,,,
8483,3,4,71,41,,,,,,,,,,,,
8483,4,2,1,51,,,,,,,,,,,,
8484,7,5,91,31,,,,,,,,,,,,
8485,7,4,91,11,,,,,,,,,,,,
8485,7,8,71,51,,,,,,,,,,,,
8486,2,7,41,21,,,,,,,,,,,,
8486,4,6,41,51,,,,,,,,,,,,
8488,2,3,21,21,,,,,,,,,,,,
8488,6,6,71,31,,,,,,,,,,,,
8488,8,6,21,41,,,,,,,,,,,,
8489,2,9,21,31,,,,,,,,,,,,
8490,6,7,51,41,,,,,,,,,,,,
8492,5,7,81,31,,,,,,,,,,,,
8492,5,8,1,11,,,,,,,,,,,,
8492,7,4,51,11,,,,,,,,,,,,
8492,8,7,71,31,,,,,,,,,,,,
8493,4,2,81,41,,,,,,,,,,,,
8493,5,6,51,51,,,,,,,,,,,,
8493,6,2,21,11,,,,,,,,,,,,
8493,7,8,51,1,,,,,,,,,,,,
8496,4,3,91,51,,,,,,,,,,,,
8498,6,5,81,21,,,,,,,,,,,,
8498,9,2,41,11,,,,,,,,,,,,
8498,9,5,31,41,,,,,,,,,,,,
8499,2,3,11,21,,,,,,,,,,,,
8499,6,2,21,41,,,,,,,,,,,,
8499,9,7,51,21,,,,,,,,,,,,
8500,2,9,21,41,,,,,,,,,,,,
8500,3,4,21,31,,,,,,,,,,,,
8500,7,7,91,21,,,,,,,,,,,,
8501,3,5,81,31,,,,,,,,,,,,
8502,4,9,1,31,,,,,,,,,,,,
8504,4,9,61,11,,,,,,,,,,,,
8504,9,6,11,31,,,,,,,,,,,,
8505,8,6,91,31,,,,,,,,,,,,
8505,9,2,91,21,,,,,,,,,,,,
8506,7,7,71,51,,,,,,,,,,,,
8507,6,2,1,51,,,,,,,,,,,,
8507,6,4,71,21,,,,,,,,,,,,
8509,5,8,11,31,,,,,,,,,,,,
8509,7,3,81,31,,,,,,,,,,,,
8509,8,2,11,51,,,,,,,,,,,,
8510,5,7,81,21,,,,,,,,,,,,
8511,2,8,61,31,,,,,,,,,,,,
8512,8,2,81,1,,,,,,,,,,,,
8513,5,8,41,51,,,,,,,,,,,,
8514,4,6,51,21,,,,,,,,,,,,
8514,5,4,31,51,,,,,,,,,,,,
8514,6,8,61,21,,,,,,,,,,,,
8514,9,8,1,1,,,,,,,,,,,,
8515,4,2,51,1,,,,,,,,,,,,
8516,6,5,1,1,,,,,,,,,,,,
8516,8,7,21,11,,,,,,,,,,,,
8516,9,8,21,31,,,,,,,,,,,,
8517,2,9,41,11,,,,,,,,,,,,
8520,3,3,11,31,,,,,,,,,,,,
8520,6,3,71,11,,,,,,,,,,,,
8521,2,2,61,51,,,,,,,,,,,,
8521,2,9,91,41,,,,,,,,,,,,
8521,7,9,61,51,,,,,,,,,,,,
8522,5,3,11,31,,,,,,,,,,,,
8523,4,4,51,11,,,,,,,,,,,,
8524,4,8,11,1,,,,,,,,,,,,
8525,3,5,31,11,,,,,,,,,,,,
8525,7,5,61,21,,,,,,,,,,,,
