length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
7966,40,4,61,31,,,,,,,,,,,,
7967,43,7,21,41,,,,,,,,,,,,
7968,40,9,61,51,,,,,,,,,,,,
7969,47,5,91,21,,,,,,,,,,,,
7971,40,5,31,31,,,,,,,,,,,,
7976,45,4,81,21,,,,,,,,,,,,
7976,47,5,1,41,,,,,,,,,,,,
7983,47,8,61,41,,,,,,,,,,,,
7984,44,3,81,21,,,,,,,,,,,,
7984,47,6,61,31,,,,,,,,,,,,
7986,47,9,11,1,,,,,,,,,,,,
7991,42,2,21,51,,,,,,,,,,,,
7994,42,4,81,41,,,,,,,,,,,,
7996,43,9,71,1,,,,,,,,,,,,
7998,45,5,41,1,,,,,,,,,,,,
7999,44,7,1,1,,,,,,,,,,,,
8000,47,9,31,21,,,,,,,,,,,,
8003,45,6,1,1,,,,,,,,,,,,
8005,45,2,21,41,,,,,,,,,,,,
8007,44,8,61,41,,,,,,,,,,,,
8010,45,9,61,31,,,,,,,,,,,,
8013,41,9,91,51,,,,,,,,,,,,
8016,41,6,31,1,,,,,,,,,,,,
8017,47,6,1,11,,,,,,,,,,,,
8020,44,6,81,41,,,,,,,,,,,,
8020,45,5,51,1,,,,,,,,,,,,
8021,45,3,81,1,,,,,,,,,,,,
8022,41,2,1,51,,,,,,,,,,,,
8023,43,7,61,41,,,,,,,,,,,,
8034,40,3,51,51,,,,,,,,,,,,
8034,47,2,21,41,,,,,,,,,,,,
8035,42,8,1,31,,,,,,,,,,,,
8040,40,3,21,11,,,,,,,,,,,,
8041,44,6,51,51,,,,,,,,,,,,
8042,42,6,71,21,,,,,,,,,,,,
8043,42,6,81,11,,,,,,,,,,,,
8043,47,7,11,1,,,,,,,,,,,,
8046,43,3,81,51,,,,,,,,,,,,
8048,41,2,71,51,,,,,,,,,,,,
8052,43,7,81,31,,,,,,,,,,,,
8053,43,4,91,21,,,,,,,,,,,,
8053,44,9,81,51,,,,,,,,,,,,
8054,44,2,11,31,,,,,,,,,,,,
8054,45,9,71,21,,,,,,,,,,,,
8055,42,6,61,1,,,,,,,,,,,,
8059,43,2,11,1,,,,,,,,,,,,
8060,44,3,31,51,,,,,,,,,,,,
8061,44,4,1,11,,,,,,,,,,,,
8063,43,9,71,31,,,,,,,,,,,,
8063,44,9,1,41,,,,,,,,,,,,
8066,43,8,81,41,,,,,,,,,,,,
8066,46,9,51,1,,,,,,,,,,,,
8067,40,7,21,11,,,,,,,,,,,,
8067,40,7,41,21,,,,,,,,,,,,
8068,44,8,41,1,,,,,,,,,,,,
8074,43,2,91,1,,,,,,,,,,,,
8074,47,8,41,1,,,,,,,,,,,,
8075,43,5,21,41,,,,,,,,,,,,
8077,41,7,71,11,,,,,,,,,,,,
8079,47,3,1,41,,,,,,,,,,,,
8084,41,5,81,1,,,,,,,,,,,,
8085,47,9,21,1,,,,,,,,,,,,
8086,42,3,71,1,,,,,,,,,,,,
8086,45,8,81,1,,,,,,,,,,,,
8089,41,4,61,31,,,,,,,,,,,,
8090,46,9,41,31,,,,,,,,,,,,
8094,44,3,51,51,,,,,,,,,,,,
8095,44,5,61,1,,,,,,,,,,,,
8096,43,2,81,21,,,,,,,,,,,,
8098,43,9,61,1,,,,,,,,,,,,
8099,42,4,41,21,,,,,,,,,,,,
8100,42,7,21,31,,,,,,,,,,,,
8100,46,8,41,31,,,,,,,,,,,,
8103,42,3,11,21,,,,,,,,,,,,
8106,41,9,71,31,,,,,,,,,,,,
8107,42,9,91,11,,,,,,,,,,,,
8107,47,2,1,41,,,,,,,,,,,,
8108,47,6,81,41,,,,,,,,,,,,
8109,42,7,41,41,,,,,,,,,,,,
8110,43,6,11,21,,,,,,,,,,,,
8112,47,2,61,21,,,,,,,,,,,,
8112,47,9,41,41,,,,,,,,,,,,
8114,40,5,71,1,,,,,,,,,,,,
8115,46,6,1,41,,,,,,,,,,,,
8117,42,6,41,21,,,,,,,,,,,,
8118,40,3,71,21,,,,,,,,,,,,
8118,41,6,91,11,,,,,,,,,,,,
8119,40,9,21,11,,,,,,,,,,,,
8119,45,6,81,51,,,,,,,,,,,,
8120,40,9,71,51,,,,,,,,,,,,
8120,44,3,71,31,,,,,,,,,,,,
8122,43,2,31,1,,,,,,,,,,,,
8124,40,7,61,21,,,,,,,,,,,,
8126,40,2,11,51,,,,,,,,,,,,
8127,40,2,11,31,,,,,,,,,,,,
8127,40,3,41,21,,,,,,,,,,,,
8127,46,8,31,21,,,,,,,,,,,,
8129,44,7,71,21,,,,,,,,,,,,
8130,46,9,21,1,,,,,,,,,,,,
8132,45,6,61,51,,,,,,,,,,,,
8133,40,9,91,41,,,,,,,,,,,,
8134,40,8,71,11,,,,,,,,,,,,
8135,40,9,41,41,,,,,,,,,,,,
8135,46,3,31,11,,,,,,,,,,,,
8137,43,8,31,1,,,,,,,,,,,,
8140,42,2,61,1,,,,,,,,,,,,
8141,43,6,1,11,,,,,,,,,,,,
8142,40,4,21,21,,,,,,,,,,,,
8142,40,5,31,11,,,,,,,,,,,,
8145,40,2,21,1,,,,,,,,,,,,
8146,42,5,71,11,,,,,,,,,,,,
8148,42,2,11,51,,,,,,,,,,,,
8148,43,7,21,11,,,,,,,,,,,,
8149,44,4,31,11,,,,,,,,,,,,
8153,45,6,61,31,,,,,,,,,,,,
8153,45,9,1,41,,,,,,,,,,,,
8154,42,3,11,51,,,,,,,,,,,,
8154,43,4,41,51,,,,,,,,,,,,
8154,43,6,31,1,,,,,,,,,,,,
8155,48,2,51,11,,,,,,,,,,,,
8156,43,2,51,1,,,,,,,,,,,,
8156,46,2,21,1,,,,,,,,,,,,
8157,41,4,51,1,,,,,,,,,,,,
8157,46,9,41,41,,,,,,,,,,,,
8158,45,9,51,31,,,,,,,,,,,,
8159,41,6,61,1,,,,,,,,,,,,
8159,44,9,81,11,,,,,,,,,,,,
8160,44,5,51,1,,,,,,,,,,,,
8161,40,7,21,51,,,,,,,,,,,,
8161,47,4,51,11,,,,,,,,,,,,
8163,43,2,81,11,,,,,,,,,,,,
8164,41,6,31,51,,,,,,,,,,,,
8164,47,3,41,51,,,,,,,,,,,,
8166,45,9,71,11,,,,,,,,,,,,
8167,43,7,1,21,,,,,,,,,,,,
8168,40,4,51,31,,,,,,,,,,,,
8168,44,2,1,11,,,,,,,,,,,,
8168,47,2,81,41,,,,,,,,,,,,
8169,41,9,31,21,,,,,,,,,,,,
8169,45,3,11,41,,,,,,,,,,,,
8171,47,8,51,41,,,,,,,,,,,,
8173,41,8,51,11,,,,,,,,,,,,
8175,41,3,21,41,,,,,,,,,,,,
8175,41,8,91,51,,,,,,,,,,,,
8175,46,5,91,21,,,,,,,,,,,,
8176,40,7,31,1,,,,,,,,,,,,
8177,43,3,21,31,,,,,,,,,,,,
8182,40,4,71,11,,,,,,,,,,,,
8187,44,3,91,41,,,,,,,,,,,,
8188,40,8,71,21,,,,,,,,,,,,
8189,41,2,51,11,,,,,,,,,,,,
8192,46,3,71,31,,,,,,,,,,,,
8193,40,3,41,41,,,,,,,,,,,,
8195,42,6,71,51,,,,,,,,,,,,
8198,43,6,81,21,,,,,,,,,,,,
8204,42,3,81,21,,,,,,,,,,,,
8204,45,9,51,21,,,,,,,,,,,,
8205,41,3,71,41,,,,,,,,,,,,
8205,46,4,51,21,,,,,,,,,,,,
8206,47,5,21,51,,,,,,,,,,,,
8210,41,4,91,11,,,,,,,,,,,,
8211,43,2,41,11,,,,,,,,,,,,
8213,40,8,61,1,,,,,,,,,,,,
8217,40,3,21,21,,,,,,,,,,,,
8218,44,6,1,41,,,,,,,,,,,,
8218,46,8,71,1,,,,,,,,,,,,
8219,45,9,21,31,,,,,,,,,,,,
8220,40,4,21,51,,,,,,,,,,,,
8222,44,9,51,11,,,,,,,,,,,,
8222,45,2,51,21,,,,,,,,,,,,
8223,41,8,51,1,,,,,,,,,,,,
8225,45,8,41,31,,,,,,,,,,,,
8226,40,2,61,21,,,,,,,,,,,,
8226,44,2,41,11,,,,,,,,,,,,
8226,45,7,21,1,,,,,,,,,,,,
8226,46,2,61,41,,,,,,,,,,,,
8228,40,3,11,1,,,,,,,,,,,,
8228,42,7,31,51,,,,,,,,,,,,
8233,42,2,11,21,,,,,,,,,,,,
8235,45,5,1,11,,,,,,,,,,,,
8236,43,2,61,1,,,,,,,,,,,,
8237,40,5,41,1,,,,,,,,,,,,
8237,47,2,81,11,,,,,,,,,,,,
8238,44,4,31,21,,,,,,,,,,,,
8239,44,9,41,21,,,,,,,,,,,,
8242,45,3,61,1,,,,,,,,,,,,
8244,42,4,81,51,,,,,,,,,,,,
8245,41,6,81,41,,,,,,,,,,,,
8245,42,9,61,11,,,,,,,,,,,,
8251,40,3,61,11,,,,,,,,,,,,
8254,41,9,41,31,,,,,,,,,,,,
8254,44,6,11,31,,,,,,,,,,,,
8255,40,8,1,11,,,,,,,,,,,,
8255,43,8,51,31,,,,,,,,,,,,
8256,41,6,21,31,,,,,,,,,,,,
8258,43,4,81,21,,,,,,,,,,,,
8259,40,8,21,11,,,,,,,,,,,,
8261,42,8,1,41,,,,,,,,,,,,
8262,40,3,81,1,,,,,,,,,,,,
8262,41,8,1,41,,,,,,,,,,,,
8262,44,8,41,21,,,,,,,,,,,,
8265,45,2,11,1,,,,,,,,,,,,
8265,47,3,11,51,,,,,,,,,,,,
8265,47,3,61,21,,,,,,,,,,,,
8266,41,4,41,31,,,,,,,,,,,,
8266,43,3,61,21,,,,,,,,,,,,
8268,47,9,61,41,,,,,,,,,,,,
8269,47,2,61,11,,,,,,,,,,,,
8270,43,3,61,1,,,,,,,,,,,,
8271,44,6,41,21,,,,,,,,,,,,
8273,42,8,91,31,,,,,,,,,,,,
8275,47,5,71,41,,,,,,,,,,,,
8276,47,8,71,11,,,,,,,,,,,,
8278,46,3,41,1,,,,,,,,,,,,
8279,46,4,31,21,,,,,,,,,,,,
8281,41,9,1,11,,,,,,,,,,,,
8283,40,3,31,1,,,,,,,,,,,,
8283,44,4,11,11,,,,,,,,,,,,
8288,43,9,61,31,,,,,,,,,,,,
8289,45,6,51,1,,,,,,,,,,,,
8291,41,7,11,21,,,,,,,,,,,,
8291,42,6,91,1,,,,,,,,,,,,
8293,40,9,71,31,,,,,,,,,,,,
8296,42,3,41,11,,,,,,,,,,,,
8296,43,4,61,41,,,,,,,,,,,,
8296,44,5,31,31,,,,,,,,,,,,
8298,40,2,31,11,,,,,,,,,,,,
8298,40,9,1,1,,,,,,,,,,,,
8299,41,6,21,41,,,,,,,,,,,,
8299,43,3,61,11,,,,,,,,,,,,
8301,40,5,21,11,,,,,,,,,,,,
8301,47,8,31,21,,,,,,,,,,,,
8303,43,2,91,51,,,,,,,,,,,,
8303,46,2,81,11,,,,,,,,,,,,
8305,40,9,31,11,,,,,,,,,,,,
8306,42,9,11,21,,,,,,,,,,,,
8308,45,6,31,1,,,,,,,,,,,,
8308,46,4,41,51,,,,,,,,,,,,
8312,40,9,41,31,,,,,,,,,,,,
8312,46,9,21,51,,,,,,,,,,,,
8312,47,4,21,41,,,,,,,,,,,,
8314,46,4,1,51,,,,,,,,,,,,
8315,42,4,91,21,,,,,,,,,,,,
8318,45,5,21,51,,,,,,,,,,,,
8318,46,2,51,21,,,,,,,,,,,,
8319,45,7,91,51,,,,,,,,,,,,
8319,46,7,91,51,,,,,,,,,,,,
8322,40,8,81,41,,,,,,,,,,,,
8322,40,8,91,31,,,,,,,,,,,,
8322,43,9,81,51,,,,,,,,,,,,
8323,43,2,81,51,,,,,,,,,,,,
8324,42,3,91,51,,,,,,,,,,,,
8324,47,4,41,41,,,,,,,,,,,,
8325,42,5,41,41,,,,,,,,,,,,
8325,45,3,41,41,,,,,,,,,,,,
8327,43,9,11,31,,,,,,,,,,,,
8328,42,8,1,21,,,,,,,,,,,,
8328,46,6,81,51,,,,,,,,,,,,
8330,44,8,51,11,,,,,,,,,,,,
8330,45,3,31,51,,,,,,,,,,,,
8330,46,6,31,31,,,,,,,,,,,,
8330,46,9,91,21,,,,,,,,,,,,
8332,42,6,71,1,,,,,,,,,,,,
8332,46,4,91,21,,,,,,,,,,,,
8334,45,9,81,21,,,,,,,,,,,,
8340,41,6,41,41,,,,,,,,,,,,
8340,44,3,11,11,,,,,,,,,,,,
8341,44,4,31,1,,,,,,,,,,,,
8342,41,4,11,1,,,,,,,,,,,,
8342,43,9,1,31,,,,,,,,,,,,
8343,46,7,11,51,,,,,,,,,,,,
8344,45,4,31,31,,,,,,,,,,,,
8345,44,3,61,51,,,,,,,,,,,,
8345,45,8,81,31,,,,,,,,,,,,
8345,47,7,1,1,,,,,,,,,,,,
8347,40,3,51,31,,,,,,,,,,,,
8347,43,5,81,51,,,,,,,,,,,,
8349,43,8,21,31,,,,,,,,,,,,
8350,43,5,21,11,,,,,,,,,,,,
8350,46,8,61,11,,,,,,,,,,,,
8351,42,9,1,11,,,,,,,,,,,,
8353,46,2,91,51,,,,,,,,,,,,
8354,42,2,21,11,,,,,,,,,,,,
8354,42,6,81,21,,,,,,,,,,,,
8355,41,6,91,21,,,,,,,,,,,,
8355,45,8,11,41,,,,,,,,,,,,
8357,45,5,21,11,,,,,,,,,,,,
8357,46,3,71,1,,,,,,,,,,,,
8358,41,9,11,11,,,,,,,,,,,,
8358,43,3,81,21,,,,,,,,,,,,
8358,45,9,21,1,,,,,,,,,,,,
8361,41,7,41,41,,,,,,,,,,,,
8361,42,4,21,21,,,,,,,,,,,,
8361,43,6,91,41,,,,,,,,,,,,
8361,43,9,21,1,,,,,,,,,,,,
8362,44,7,21,51,,,,,,,,,,,,
8363,48,2,31,51,,,,,,,,,,,,
8364,42,3,91,41,,,,,,,,,,,,
8364,45,3,31,21,,,,,,,,,,,,
8366,44,9,81,31,,,,,,,,,,,,
8366,46,8,11,41,,,,,,,,,,,,
8366,47,5,41,31,,,,,,,,,,,,
8367,44,6,71,21,,,,,,,,,,,,
8368,42,5,81,11,,,,,,,,,,,,
8370,40,7,51,41,,,,,,,,,,,,
8370,42,4,61,31,,,,,,,,,,,,
8370,46,4,11,21,,,,,,,,,,,,
8370,46,5,41,31,,,,,,,,,,,,
8371,40,2,71,31,,,,,,,,,,,,
8371,45,8,31,11,,,,,,,,,,,,
8373,40,3,1,51,,,,,,,,,,,,
8373,40,5,81,41,,,,,,,,,,,,
8373,47,4,21,21,,,,,,,,,,,,
8375,43,4,11,1,,,,,,,,,,,,
8376,42,2,71,31,,,,,,,,,,,,
8376,42,3,21,21,,,,,,,,,,,,
8376,43,8,71,21,,,,,,,,,,,,
8377,41,3,1,31,,,,,,,,,,,,
8377,41,9,51,11,,,,,,,,,,,,
8378,42,3,81,31,,,,,,,,,,,,
8379,47,3,31,1,,,,,,,,,,,,
8380,43,5,1,1,,,,,,,,,,,,
8381,43,2,61,11,,,,,,,,,,,,
8383,46,8,91,31,,,,,,,,,,,,
8383,47,6,11,31,,,,,,,,,,,,
8385,45,7,91,41,,,,,,,,,,,,
8386,41,7,11,11,,,,,,,,,,,,
8386,43,2,71,21,,,,,,,,,,,,
8386,43,9,11,21,,,,,,,,,,,,
8388,40,2,51,21,,,,,,,,,,,,
8388,42,8,61,41,,,,,,,,,,,,
8389,40,9,11,31,,,,,,,,,,,,
8389,45,4,1,41,,,,,,,,,,,,
8390,41,8,41,21,,,,,,,,,,,,
8390,44,8,1,41,,,,,,,,,,,,
8391,44,7,51,31,,,,,,,,,,,,
8392,40,4,1,1,,,,,,,,,,,,
8392,43,7,31,31,,,,,,,,,,,,
8392,46,4,1,11,,,,,,,,,,,,
8393,43,2,41,51,,,,,,,,,,,,
8393,45,7,61,1,,,,,,,,,,,,
8395,42,5,11,1,,,,,,,,,,,,
8397,41,2,71,11,,,,,,,,,,,,
8399,45,3,21,11,,,,,,,,,,,,
8399,46,3,41,31,,,,,,,,,,,,
8400,47,6,21,31,,,,,,,,,,,,
8401,42,3,81,41,,,,,,,,,,,,
8401,46,3,91,31,,,,,,,,,,,,
8401,46,4,61,1,,,,,,,,,,,,
8401,48,2,1,1,,,,,,,,,,,,
8402,40,8,91,1,,,,,,,,,,,,
8402,40,9,51,51,,,,,,,,,,,,
8403,44,8,1,1,,,,,,,,,,,,
8403,45,8,51,1,,,,,,,,,,,,
8403,47,5,81,41,,,,,,,,,,,,
8406,43,6,61,21,,,,,,,,,,,,
8409,45,4,41,1,,,,,,,,,,,,
8410,40,2,91,51,,,,,,,,,,,,
8410,45,5,81,51,,,,,,,,,,,,
8411,46,6,81,41,,,,,,,,,,,,
8415,40,6,71,11,,,,,,,,,,,,
8415,48,2,1,51,,,,,,,,,,,,
8416,40,3,51,41,,,,,,,,,,,,
8416,43,2,81,41,,,,,,,,,,,,
8416,44,4,31,51,,,,,,,,,,,,
8421,40,9,51,1,,,,,,,,,,,,
8422,43,4,51,21,,,,,,,,,,,,
8423,47,2,61,41,,,,,,,,,,,,
8424,45,4,71,41,,,,,,,,,,,,
8428,45,3,81,51,,,,,,,,,,,,
8429,40,7,51,21,,,,,,,,,,,,
8429,42,3,41,51,,,,,,,,,,,,
8429,43,7,31,1,,,,,,,,,,,,
8430,44,7,61,1,,,,,,,,,,,,
8430,47,3,11,41,,,,,,,,,,,,
8433,42,4,51,21,,,,,,,,,,,,
8433,44,8,31,1,,,,,,,,,,,,
8434,45,9,31,21,,,,,,,,,,,,
8434,46,6,51,21,,,,,,,,,,,,
8435,41,3,61,51,,,,,,,,,,,,
8436,41,4,51,21,,,,,,,,,,,,
8437,40,6,61,21,,,,,,,,,,,,
8437,41,8,11,51,,,,,,,,,,,,
8437,42,2,91,21,,,,,,,,,,,,
8438,41,3,11,21,,,,,,,,,,,,
8442,41,8,81,51,,,,,,,,,,,,
8442,46,6,11,51,,,,,,,,,,,,
8443,41,8,81,1,,,,,,,,,,,,
8443,47,2,41,21,,,,,,,,,,,,
8445,43,4,71,11,,,,,,,,,,,,
8446,43,6,1,21,,,,,,,,,,,,
8446,43,9,81,41,,,,,,,,,,,,
8446,44,5,31,21,,,,,,,,,,,,
8447,41,6,91,31,,,,,,,,,,,,
8448,40,8,1,51,,,,,,,,,,,,
8448,43,9,61,41,,,,,,,,,,,,
8449,40,2,41,41,,,,,,,,,,,,
8449,43,9,31,21,,,,,,,,,,,,
8449,47,5,21,31,,,,,,,,,,,,
8451,46,2,21,21,,,,,,,,,,,,
8452,41,9,41,41,,,,,,,,,,,,
8452,43,8,71,51,,,,,,,,,,,,
8452,45,4,61,41,,,,,,,,,,,,
8452,46,9,11,31,,,,,,,,,,,,
8453,41,7,1,21,,,,,,,,,,,,
8453,45,2,21,11,,,,,,,,,,,,
8453,45,6,51,41,,,,,,,,,,,,
8454,40,5,51,1,,,,,,,,,,,,
8454,44,9,41,11,,,,,,,,,,,,
8454,46,2,41,51,,,,,,,,,,,,
8455,47,4,1,21,,,,,,,,,,,,
8456,41,5,81,21,,,,,,,,,,,,
8456,43,3,61,31,,,,,,,,,,,,
8458,43,4,81,11,,,,,,,,,,,,
8458,43,9,21,11,,,,,,,,,,,,
8459,40,6,61,41,,,,,,,,,,,,
8460,40,9,31,51,,,,,,,,,,,,
8460,41,5,31,21,,,,,,,,,,,,
8460,41,8,81,11,,,,,,,,,,,,
8460,43,3,1,21,,,,,,,,,,,,
8460,44,6,51,31,,,,,,,,,,,,
8460,45,7,41,31,,,,,,,,,,,,
8462,40,2,21,31,,,,,,,,,,,,
8462,40,9,91,1,,,,,,,,,,,,
8462,43,4,31,1,,,,,,,,,,,,
8463,40,7,31,41,,,,,,,,,,,,
8463,41,7,31,41,,,,,,,,,,,,
8463,46,5,11,41,,,,,,,,,,,,
8463,47,6,21,21,,,,,,,,,,,,
8464,42,3,61,31,,,,,,,,,,,,
8464,43,4,81,1,,,,,,,,,,,,
8465,45,8,71,41,,,,,,,,,,,,
8466,41,2,71,1,,,,,,,,,,,,
8466,47,4,71,41,,,,,,,,,,,,
8466,47,8,31,41,,,,,,,,,,,,
8467,43,5,71,41,,,,,,,,,,,,
8468,40,9,71,41,,,,,,,,,,,,
8469,41,9,91,11,,,,,,,,,,,,
8470,43,7,81,21,,,,,,,,,,,,
8470,46,2,31,21,,,,,,,,,,,,
8470,47,9,51,31,,,,,,,,,,,,
8472,43,4,31,11,,,,,,,,,,,,
8473,41,6,81,11,,,,,,,,,,,,
8473,45,8,31,31,,,,,,,,,,,,
8474,42,3,91,11,,,,,,,,,,,,
8475,44,8,61,51,,,,,,,,,,,,
8475,47,6,41,11,,,,,,,,,,,,
8477,41,8,41,51,,,,,,,,,,,,
8477,46,7,61,21,,,,,,,,,,,,
8479,45,8,51,11,,,,,,,,,,,,
8481,40,2,81,51,,,,,,,,,,,,
8481,43,8,1,21,,,,,,,,,,,,
8481,47,5,71,51,,,,,,,,,,,,
8483,41,3,81,51,,,,,,,,,,,,
8483,46,8,11,11,,,,,,,,,,,,
8484,47,8,81,41,,,,,,,,,,,,
8485,44,2,91,41,,,,,,,,,,,,
8488,43,4,81,51,,,,,,,,,,,,
8489,42,7,21,41,,,,,,,,,,,,
8489,43,9,91,31,,,,,,,,,,,,
8491,40,3,1,11,,,,,,,,,,,,
8491,41,6,61,21,,,,,,,,,,,,
8491,47,9,81,1,,,,,,,,,,,,
8495,41,7,11,31,,,,,,,,,,,,
8496,40,5,51,41,,,,,,,,,,,,
8496,43,5,91,31,,,,,,,,,,,,
8496,44,7,91,41,,,,,,,,,,,,
8497,48,2,31,21,,,,,,,,,,,,
8498,40,3,11,31,,,,,,,,,,,,
8498,41,7,91,51,,,,,,,,,,,,
8498,44,7,61,51,,,,,,,,,,,,
8498,47,2,81,21,,,,,,,,,,,,
8499,47,6,51,51,,,,,,,,,,,,
8499,47,7,41,41,,,,,,,,,,,,
8500,43,9,51,51,,,,,,,,,,,,
8501,44,7,11,1,,,,,,,,,,,,
8501,45,3,61,11,,,,,,,,,,,,
8501,47,9,41,21,,,,,,,,,,,,
8503,45,7,81,31,,,,,,,,,,,,
8504,40,2,31,51,,,,,,,,,,,,
8504,40,7,61,51,,,,,,,,,,,,
8504,46,8,61,1,,,,,,,,,,,,
8505,40,8,71,51,,,,,,,,,,,,
