length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
8214,20,2,1,51,,,,,,,,,,,,
8214,22,5,41,31,,,,,,,,,,,,
8217,25,3,61,41,,,,,,,,,,,,
8225,21,4,1,51,,,,,,,,,,,,
8225,25,7,71,51,,,,,,,,,,,,
8228,27,8,91,11,,,,,,,,,,,,
8230,21,8,11,31,,,,,,,,,,,,
8230,27,6,61,11,,,,,,,,,,,,
8231,23,7,31,11,,,,,,,,,,,,
8231,26,6,81,21,,,,,,,,,,,,
8232,23,9,51,11,,,,,,,,,,,,
8232,26,5,81,1,,,,,,,,,,,,
8234,21,4,61,21,,,,,,,,,,,,
8234,21,9,61,41,,,,,,,,,,,,
8234,23,6,51,41,,,,,,,,,,,,
8234,25,7,51,21,,,,,,,,,,,,
8235,27,8,81,41,,,,,,,,,,,,
8236,21,6,11,21,,,,,,,,,,,,
8236,23,7,31,41,,,,,,,,,,,,
8236,27,9,11,21,,,,,,,,,,,,
8237,22,9,51,41,,,,,,,,,,,,
8237,25,7,21,41,,,,,,,,,,,,
8242,22,8,61,51,,,,,,,,,,,,
8244,23,5,21,1,,,,,,,,,,,,
8244,23,9,81,21,,,,,,,,,,,,
8247,21,6,91,1,,,,,,,,,,,,
8247,26,4,51,11,,,,,,,,,,,,
8249,20,7,11,1,,,,,,,,,,,,
8250,22,5,41,21,,,,,,,,,,,,
8250,26,6,91,31,,,,,,,,,,,,
8252,23,6,61,51,,,,,,,,,,,,
8252,24,2,1,21,,,,,,,,,,,,
8255,27,3,91,51,,,,,,,,,,,,
8256,24,2,11,11,,,,,,,,,,,,
8256,28,3,11,1,,,,,,,,,,,,
8257,22,4,41,21,,,,,,,,,,,,
8258,20,8,1,41,,,,,,,,,,,,
8261,20,3,71,1,,,,,,,,,,,,
8262,20,7,11,21,,,,,,,,,,,,
8262,22,5,51,21,,,,,,,,,,,,
8264,24,9,21,11,,,,,,,,,,,,
8265,23,3,81,51,,,,,,,,,,,,
8265,25,6,91,21,,,,,,,,,,,,
8265,27,9,81,41,,,,,,,,,,,,
8266,24,8,21,51,,,,,,,,,,,,
8266,27,7,71,1,,,,,,,,,,,,
8267,26,4,21,11,,,,,,,,,,,,
8268,26,3,71,1,,,,,,,,,,,,
8269,22,8,31,51,,,,,,,,,,,,
8273,24,3,21,51,,,,,,,,,,,,
8273,26,8,31,31,,,,,,,,,,,,
8275,20,6,1,21,,,,,,,,,,,,
8275,21,8,11,41,,,,,,,,,,,,
8276,21,6,1,1,,,,,,,,,,,,
8276,21,7,21,31,,,,,,,,,,,,
8276,27,3,31,21,,,,,,,,,,,,
8277,21,6,91,51,,,,,,,,,,,,
8277,22,3,51,41,,,,,,,,,,,,
8280,25,9,41,11,,,,,,,,,,,,
8280,26,5,81,31,,,,,,,,,,,,
8281,20,2,61,31,,,,,,,,,,,,
8282,22,4,81,51,,,,,,,,,,,,
8284,25,6,11,21,,,,,,,,,,,,
8285,25,3,1,21,,,,,,,,,,,,
8286,22,2,11,11,,,,,,,,,,,,
8286,26,2,11,21,,,,,,,,,,,,
8287,21,5,61,11,,,,,,,,,,,,
8288,22,5,21,31,,,,,,,,,,,,
8289,23,4,41,11,,,,,,,,,,,,
8289,24,8,31,21,,,,,,,,,,,,
8290,23,7,81,31,,,,,,,,,,,,
8290,24,5,91,11,,,,,,,,,,,,
8290,28,2,41,51,,,,,,,,,,,,
8291,20,4,91,11,,,,,,,,,,,,
8291,21,8,31,1,,,,,,,,,,,,
8291,23,2,91,51,,,,,,,,,,,,
8291,23,6,1,41,,,,,,,,,,,,
8293,26,9,11,41,,,,,,,,,,,,
8293,27,9,51,11,,,,,,,,,,,,
8294,23,5,91,31,,,,,,,,,,,,
8294,24,7,11,31,,,,,,,,,,,,
8296,26,4,61,11,,,,,,,,,,,,
8297,25,6,31,41,,,,,,,,,,,,
8298,20,6,51,11,,,,,,,,,,,,
8298,24,3,91,31,,,,,,,,,,,,
8299,27,2,91,21,,,,,,,,,,,,
8300,22,9,91,1,,,,,,,,,,,,
8300,24,5,31,41,,,,,,,,,,,,
8300,25,7,31,11,,,,,,,,,,,,
8302,20,8,31,51,,,,,,,,,,,,
8303,22,9,31,51,,,,,,,,,,,,
8308,26,8,51,31,,,,,,,,,,,,
8309,27,3,71,1,,,,,,,,,,,,
8310,24,8,61,41,,,,,,,,,,,,
8311,25,7,31,31,,,,,,,,,,,,
8311,26,2,61,1,,,,,,,,,,,,
8312,23,8,31,21,,,,,,,,,,,,
8314,26,6,51,11,,,,,,,,,,,,
8315,21,3,11,1,,,,,,,,,,,,
8315,24,3,91,1,,,,,,,,,,,,
8315,25,5,31,41,,,,,,,,,,,,
8318,26,2,71,51,,,,,,,,,,,,
8318,27,3,11,41,,,,,,,,,,,,
8318,28,2,81,41,,,,,,,,,,,,
8319,22,4,81,31,,,,,,,,,,,,
8321,24,7,61,1,,,,,,,,,,,,
8321,24,7,81,51,,,,,,,,,,,,
8322,23,6,81,51,,,,,,,,,,,,
8323,26,7,61,11,,,,,,,,,,,,
8324,27,5,81,51,,,,,,,,,,,,
8326,21,8,11,11,,,,,,,,,,,,
8326,23,3,41,1,,,,,,,,,,,,
8326,23,5,41,1,,,,,,,,,,,,
8326,27,4,81,31,,,,,,,,,,,,
8326,28,2,21,1,,,,,,,,,,,,
8327,23,3,11,21,,,,,,,,,,,,
8327,23,8,31,1,,,,,,,,,,,,
8330,23,9,71,11,,,,,,,,,,,,
8330,24,4,1,21,,,,,,,,,,,,
8331,20,9,71,11,,,,,,,,,,,,
8332,20,4,11,1,,,,,,,,,,,,
8333,27,5,71,51,,,,,,,,,,,,
8334,25,4,91,41,,,,,,,,,,,,
8335,26,6,51,1,,,,,,,,,,,,
8337,21,6,31,1,,,,,,,,,,,,
8337,22,9,91,21,,,,,,,,,,,,
8337,26,3,31,21,,,,,,,,,,,,
8339,21,6,31,51,,,,,,,,,,,,
8339,22,8,91,31,,,,,,,,,,,,
8340,20,7,1,1,,,,,,,,,,,,
8341,21,5,31,51,,,,,,,,,,,,
8342,21,6,51,1,,,,,,,,,,,,
8344,25,9,61,41,,,,,,,,,,,,
8346,25,9,31,21,,,,,,,,,,,,
8349,25,3,21,11,,,,,,,,,,,,
8350,27,2,21,31,,,,,,,,,,,,
8351,22,2,41,11,,,,,,,,,,,,
8351,23,4,41,41,,,,,,,,,,,,
8352,20,9,81,31,,,,,,,,,,,,
8352,21,8,1,41,,,,,,,,,,,,
8353,24,3,31,1,,,,,,,,,,,,
8354,21,6,31,41,,,,,,,,,,,,
8354,25,9,21,1,,,,,,,,,,,,
8355,23,5,81,1,,,,,,,,,,,,
8355,23,9,91,11,,,,,,,,,,,,
8357,21,9,31,21,,,,,,,,,,,,
8357,24,3,71,31,,,,,,,,,,,,
8358,25,6,81,11,,,,,,,,,,,,
8359,20,4,71,51,,,,,,,,,,,,
8359,27,9,91,31,,,,,,,,,,,,
8361,20,7,91,51,,,,,,,,,,,,
8361,22,2,71,31,,,,,,,,,,,,
8363,25,3,31,1,,,,,,,,,,,,
8364,27,3,41,21,,,,,,,,,,,,
8366,21,5,91,51,,,,,,,,,,,,
8366,25,5,11,11,,,,,,,,,,,,
8367,27,4,61,1,,,,,,,,,,,,
8370,22,5,1,41,,,,,,,,,,,,
8370,27,7,71,21,,,,,,,,,,,,
8371,25,9,1,11,,,,,,,,,,,,
8371,27,8,41,1,,,,,,,,,,,,
8372,23,9,51,31,,,,,,,,,,,,
8372,24,7,61,41,,,,,,,,,,,,
8373,25,6,91,51,,,,,,,,,,,,
8375,21,2,51,21,,,,,,,,,,,,
8376,20,4,41,21,,,,,,,,,,,,
8376,23,9,31,41,,,,,,,,,,,,
8376,24,4,1,1,,,,,,,,,,,,
8377,24,8,41,11,,,,,,,,,,,,
8378,23,4,21,41,,,,,,,,,,,,
8380,25,7,31,51,,,,,,,,,,,,
8380,26,7,81,21,,,,,,,,,,,,
8382,21,4,81,51,,,,,,,,,,,,
8382,21,5,1,11,,,,,,,,,,,,
8382,22,5,71,51,,,,,,,,,,,,
8383,27,2,51,51,,,,,,,,,,,,
8385,22,7,81,1,,,,,,,,,,,,
8385,26,2,21,41,,,,,,,,,,,,
8385,27,8,21,31,,,,,,,,,,,,
8387,23,3,61,31,,,,,,,,,,,,
8387,28,2,61,31,,,,,,,,,,,,
8389,23,6,71,1,,,,,,,,,,,,
8389,27,4,11,51,,,,,,,,,,,,
8391,20,9,11,51,,,,,,,,,,,,
8392,25,4,41,31,,,,,,,,,,,,
8394,22,6,61,21,,,,,,,,,,,,
8394,22,7,71,21,,,,,,,,,,,,
8395,22,8,31,21,,,,,,,,,,,,
8396,25,9,51,41,,,,,,,,,,,,
8396,26,6,31,51,,,,,,,,,,,,
8400,20,5,91,1,,,,,,,,,,,,
8400,20,9,51,51,,,,,,,,,,,,
8401,20,5,1,31,,,,,,,,,,,,
8402,25,3,71,11,,,,,,,,,,,,
8404,26,9,61,51,,,,,,,,,,,,
8405,20,4,11,31,,,,,,,,,,,,
8405,24,4,91,41,,,,,,,,,,,,
8405,24,7,31,1,,,,,,,,,,,,
8406,20,9,21,51,,,,,,,,,,,,
8407,24,5,1,51,,,,,,,,,,,,
8407,26,4,81,1,,,,,,,,,,,,
8407,27,7,11,11,,,,,,,,,,,,
8409,21,8,51,41,,,,,,,,,,,,
8409,25,4,31,41,,,,,,,,,,,,
8410,23,9,51,1,,,,,,,,,,,,
8412,23,2,11,41,,,,,,,,,,,,
8413,24,8,91,1,,,,,,,,,,,,
8414,27,9,1,51,,,,,,,,,,,,
8415,23,7,91,31,,,,,,,,,,,,
8416,25,3,1,1,,,,,,,,,,,,
8416,27,3,51,51,,,,,,,,,,,,
8417,22,2,11,51,,,,,,,,,,,,
8417,23,4,71,41,,,,,,,,,,,,
8418,22,5,81,41,,,,,,,,,,,,
8419,26,2,1,11,,,,,,,,,,,,
8421,22,5,11,11,,,,,,,,,,,,
8422,21,9,81,41,,,,,,,,,,,,
8422,24,5,51,21,,,,,,,,,,,,
8422,26,5,81,51,,,,,,,,,,,,
8423,24,3,11,21,,,,,,,,,,,,
8423,25,3,61,21,,,,,,,,,,,,
8423,26,7,1,51,,,,,,,,,,,,
8425,23,5,71,1,,,,,,,,,,,,
8426,22,8,1,21,,,,,,,,,,,,
8426,26,2,81,21,,,,,,,,,,,,
8429,20,2,11,41,,,,,,,,,,,,
8430,24,8,91,41,,,,,,,,,,,,
8430,25,2,21,1,,,,,,,,,,,,
8430,25,2,81,11,,,,,,,,,,,,
8433,21,5,71,31,,,,,,,,,,,,
8434,20,4,1,31,,,,,,,,,,,,
8434,21,7,71,31,,,,,,,,,,,,
8434,23,6,71,51,,,,,,,,,,,,
8435,20,2,21,31,,,,,,,,,,,,
8435,21,9,21,41,,,,,,,,,,,,
8435,25,6,81,51,,,,,,,,,,,,
8436,24,5,11,11,,,,,,,,,,,,
8436,25,4,21,51,,,,,,,,,,,,
8437,21,8,11,1,,,,,,,,,,,,
8437,22,3,11,11,,,,,,,,,,,,
8438,21,3,91,1,,,,,,,,,,,,
8442,20,5,61,21,,,,,,,,,,,,
8444,26,5,91,31,,,,,,,,,,,,
8445,24,5,1,31,,,,,,,,,,,,
8447,20,5,21,41,,,,,,,,,,,,
8447,20,8,61,1,,,,,,,,,,,,
8448,24,2,91,1,,,,,,,,,,,,
8448,26,3,21,11,,,,,,,,,,,,
8449,21,5,51,21,,,,,,,,,,,,
8449,24,6,61,1,,,,,,,,,,,,
8450,20,7,71,31,,,,,,,,,,,,
8450,21,8,61,51,,,,,,,,,,,,
8450,22,4,91,31,,,,,,,,,,,,
8450,24,5,61,51,,,,,,,,,,,,
8451,23,5,11,21,,,,,,,,,,,,
8451,24,8,21,31,,,,,,,,,,,,
8452,21,9,61,31,,,,,,,,,,,,
8452,22,6,61,11,,,,,,,,,,,,
8452,22,9,31,11,,,,,,,,,,,,
8453,27,6,41,11,,,,,,,,,,,,
8456,23,4,21,51,,,,,,,,,,,,
8457,20,8,11,21,,,,,,,,,,,,
8457,21,9,11,21,,,,,,,,,,,,
8457,26,3,31,41,,,,,,,,,,,,
8458,27,6,1,31,,,,,,,,,,,,
8459,27,7,91,31,,,,,,,,,,,,
8461,21,3,61,21,,,,,,,,,,,,
8461,27,9,91,21,,,,,,,,,,,,
8462,24,6,31,11,,,,,,,,,,,,
8463,25,3,41,41,,,,,,,,,,,,
8464,22,3,41,21,,,,,,,,,,,,
8464,23,6,41,51,,,,,,,,,,,,
8464,25,4,41,11,,,,,,,,,,,,
8464,26,2,81,11,,,,,,,,,,,,
8466,21,6,61,41,,,,,,,,,,,,
8466,22,2,31,21,,,,,,,,,,,,
8466,27,3,41,1,,,,,,,,,,,,
8467,22,8,11,51,,,,,,,,,,,,
8467,24,9,71,31,,,,,,,,,,,,
8468,24,8,61,31,,,,,,,,,,,,
8468,27,4,91,11,,,,,,,,,,,,
8471,22,6,91,21,,,,,,,,,,,,
8472,23,6,91,41,,,,,,,,,,,,
8473,21,9,91,1,,,,,,,,,,,,
8475,26,5,91,41,,,,,,,,,,,,
8475,27,7,41,1,,,,,,,,,,,,
8475,27,8,1,11,,,,,,,,,,,,
8476,27,9,61,21,,,,,,,,,,,,
8477,20,9,81,11,,,,,,,,,,,,
8480,21,3,41,1,,,,,,,,,,,,
8480,22,6,91,41,,,,,,,,,,,,
8480,23,5,41,21,,,,,,,,,,,,
8480,27,3,1,11,,,,,,,,,,,,
8481,21,8,71,11,,,,,,,,,,,,
8481,25,3,41,1,,,,,,,,,,,,
8483,20,6,31,1,,,,,,,,,,,,
8483,22,2,21,1,,,,,,,,,,,,
8487,23,8,1,41,,,,,,,,,,,,
8487,27,7,31,11,,,,,,,,,,,,
8487,27,9,61,51,,,,,,,,,,,,
8487,28,2,71,1,,,,,,,,,,,,
8488,23,6,81,41,,,,,,,,,,,,
8488,23,9,31,21,,,,,,,,,,,,
8488,26,7,31,11,,,,,,,,,,,,
8489,25,5,71,51,,,,,,,,,,,,
8489,27,9,21,31,,,,,,,,,,,,
8493,22,2,91,51,,,,,,,,,,,,
8493,27,8,11,31,,,,,,,,,,,,
8494,21,8,71,31,,,,,,,,,,,,
8496,24,2,1,31,,,,,,,,,,,,
8496,25,8,51,51,,,,,,,,,,,,
8498,23,4,61,21,,,,,,,,,,,,
8498,24,5,91,31,,,,,,,,,,,,
8499,21,4,41,21,,,,,,,,,,,,
8499,21,7,1,41,,,,,,,,,,,,
8500,21,7,71,11,,,,,,,,,,,,
8500,23,8,71,11,,,,,,,,,,,,
8501,21,3,91,51,,,,,,,,,,,,
8502,23,7,81,51,,,,,,,,,,,,
8502,25,9,41,41,,,,,,,,,,,,
8505,22,6,11,31,,,,,,,,,,,,
8505,25,5,11,41,,,,,,,,,,,,
8506,20,2,31,51,,,,,,,,,,,,
8506,21,2,61,51,,,,,,,,,,,,
8506,24,3,31,11,,,,,,,,,,,,
8507,21,7,71,51,,,,,,,,,,,,
8507,21,8,11,21,,,,,,,,,,,,
8507,24,5,51,41,,,,,,,,,,,,
